# form	capitalised	lower-case	works — tools/names.py
# proper names the corpus capitalises, reduced to the lemma. They go
# in as `np`, so the nominal track and nothing else.
карахат	0	0	0
карашашев	0	0	0
карбаев	0	0	0
карбозов	0	0	0
карбузов	0	0	0
каренов	0	0	0
каржасов	0	0	0
карибеков	0	0	0
карилга	0	0	0
карилгаш	0	0	0
каримбек	0	0	0
каримбеков	0	0	0
каримжанов	0	0	0
каримкулов	0	0	0
каримсаков	0	0	0
карипбаев	0	0	0
каричпен	0	0	0
каркенов	0	0	0
карлагаш	0	0	0
карлгаш	0	0	0
карлига	0	0	0
карлигаш	0	0	0
карлыбаев	0	0	0
карлығаш	0	2	1
карманов	0	0	0
карсаков	0	0	0
карсыбаев	0	0	0
карсыбеков	0	0	0
картаев	0	0	0
картанбаев	0	0	0
каршалов	0	0	0
каршига	0	0	0
карыбаев	0	0	0
карякинге	0	0	0
касаев	0	0	0
касаинов	0	0	0
касеинов	0	0	0
касенбаев	0	0	0
касимбек	0	0	0
касимбеков	0	0	0
касимхан	0	0	0
касира	0	0	0
каскабаев	0	0	0
каскенов	0	0	0
каскырбаев	0	0	0
каспийдегі	0	0	0
касымканов	0	0	0
касымкулов	0	0	0
касымханов	0	0	0
катардағы	0	0	0
катенов	0	0	0
катиша	0	0	0
катия	0	0	0
катовице	0	0	0
катонқарағай	0	0	0
каукенов	0	0	0
каумбаев	0	0	0
кауменов	0	0	0
кауметов	0	0	0
каунсэл	0	0	0
каусария	0	0	0
каусов	0	0	0
каусәр	0	0	0
каухар	0	0	0
кахар	0	0	0
кахарманов	0	0	0
кахраман	0	0	0
кахрамон	0	0	0
кашевич	0	0	0
кашенов	0	0	0
кашкеев	0	0	0
кашкенов	0	0	0
кашкимбаев	0	0	0
кашкинбаев	0	0	0
каюмов	0	0	0
кдырбаев	0	0	0
кебекбаев	0	0	0
кегенбаев	0	0	0
кейтлин	0	0	0
кекилов	0	0	0
кекілбаевты	0	0	0
кекілбаетың	0	0	0
кекілбай	0	0	0
келгенбаев	0	0	0
келдибеков	0	0	0
келдібаеваның	0	0	0
келдімұрат	0	0	0
келесбаев	0	0	0
келесбай	0	0	0
келесов	0	0	0
келлидің	0	0	0
кельдибеков	0	0	0
кемалов	0	0	0
кемаль	0	0	0
кембаев	0	0	0
кемелбаев	0	0	0
кемелжан	0	0	0
кемелханов	0	0	0
кемель	0	0	0
кемельбаев	0	0	0
кемельбеков	0	0	0
кемелұлы	0	0	0
кемелұлын	0	0	0
кемелұлына	0	0	0
кемпирбаев	0	0	0
кенан	0	0	0
кенгесбай	0	0	0
кенеев	0	0	0
кененбаев	0	0	0
кененбай	0	0	0
кенесариев	0	0	0
кенесбеков	0	0	0
кенескул	0	0	0
кенескуль	0	0	0
кенесов	0	0	0
кенетаев	0	0	0
кенешов	0	0	0
кенжаев	0	0	0
кенжалин	0	0	0
кенжебайұлы	0	0	0
кенжебала	0	0	0
кенжебекұлы	0	0	0
кенжебике	0	0	0
кенжеболат	0	0	0
кенжебулат	0	0	0
кенжебулатов	0	0	0
кенжегазы	0	0	0
кенжегайша	0	0	0
кенжегалий	0	0	0
кенжеганым	0	0	0
кенжегуль	0	0	0
кенжеев	0	0	0
кенжекеев	0	0	0
кенжекулов	0	0	0
кенжекуль	0	0	0
кенжекүл	0	0	0
кенжекөл	0	0	0
кенженов	0	0	0
кенжеханов	0	0	0
кенжешов	0	0	0
кенжеғазыұлы	0	0	0
кенжеғалиев	0	0	0
кенжеғұлов	0	0	0
кенжеғұловты	0	0	0
кенжибаев	0	0	0
кенжибай	0	0	0
кенжибек	0	0	0
кенжигалиев	0	0	0
кенжиев	0	0	0
кентаев	0	0	0
кентаулық	0	0	0
кеншинбаев	0	0	0
кереев	0	0	0
керейбаев	0	0	0
керейхан	0	0	0
керейхан	0	0	0
керимжанов	0	0	0
керимкул	0	0	0
керимкулов	0	0	0
кертаев	0	0	0
керімбаев	0	0	0
керімхан	0	0	0
керімқұл	0	0	0
кесикбаев	0	0	0
кетебаев	0	0	0
кеулимжаев	0	0	0
кеулімжай	0	0	0
кешубаев	0	0	0
кеңесары	0	0	0
кеңесбеков	0	0	0
кеңесов	0	0	0
кеңесхан	0	0	0
кибашев	0	0	0
кибершабуылдарды	0	0	0
киви	0	0	0
кидирбаев	0	0	0
кидирбай	0	0	0
киевке	0	0	0
кизбаев	0	0	0
кизжибек	0	0	0
кикбаев	0	0	0
кикбай	0	0	0
кикимов	0	0	0
килибаев	0	0	0
кимбаев	0	0	0
кимбат	0	0	0
кинаятов	0	0	0
кинжибаев	0	0	0
кинцель	0	0	0
кипчакбаев	0	0	0
кипшакбаев	0	0	0
кирбасов	0	0	0
киргизбаев	0	0	0
киркланд	0	0	0
кировец	0	0	0
кирпичный	0	0	0
кисанов	0	0	0
кисиков	0	0	0
кисимов	0	0	0
кистаубаев	0	0	0
кистауов	0	0	0
кишибаев	0	0	0
кишкентаев	0	0	0
киякбаев	0	0	0
кияшев	0	0	0
климов	0	0	0
клочко	0	0	0
клычев	0	0	0
клышбаев	0	0	0
клышбек	0	0	0
клышбеков	0	0	0
клышев	0	0	0
кобжасаров	0	0	0
ковидің	0	0	0
когаршин	0	0	0
кодеков	0	0	0
кожагалиев	0	0	0
кожагелдиев	0	0	0
кожагельдиев	0	0	0
кожагулов	0	0	0
кожакулов	0	0	0
кожамбердиев	0	0	0
кожамкулов	0	0	0
кожантаев	0	0	0
кожасов	0	0	0
кожатаев	0	0	0
кожебаев	0	0	0
кожиков	0	0	0
кожин	0	0	0
козбаков	0	0	0
козыбеков	0	0	0
койайдаров	0	0	0
койбаков	0	0	0
койчубаев	0	0	0
койшекенов	0	0	0
койшибаев	0	0	0
койшибай	0	0	0
койшибеков	0	0	0
койшигулов	0	0	0
койшиев	0	0	0
койшин	0	0	0
койшубаев	0	0	0
койшыгулов	0	0	0
кокаев	0	0	0
коканбаев	0	0	0
кокин	0	0	0
кокишев	0	0	0
коккозов	0	0	0
кокумбаев	0	0	0
кокушев	0	0	0
кокымбаев	0	0	0
колачева	0	0	0
колганатов	0	0	0
колдасов	0	0	0
колесникова	0	0	0
кольбаев	0	0	0
комила	0	0	0
конгресске	0	0	0
конебаев	0	0	0
конирбаев	0	0	0
конисбаев	0	0	0
конкабаев	0	0	0
конкаев	0	0	0
конкашев	0	0	0
конратбаев	0	0	0
конституциямыз	0	0	0
конституцияны	0	1	1
конурбаев	0	0	0
конуров	0	0	0
конусбаев	0	0	0
конусов	0	0	0
конуспаев	0	0	0
конысбеков	0	0	0
копабаев	0	0	0
копжанов	0	0	0
копитар	0	0	0
коппаев	0	0	0
коптлеу	0	0	0
коптлеуов	0	0	0
корбин	0	0	0
кореядағы	0	0	0
кореяға	0	0	0
коржумбаев	0	0	0
коркемай	0	0	0
корлыгаин	0	0	0
коровин	0	0	0
корпорейшн	0	0	0
косаков	0	0	0
косалиев	0	0	0
косбаев	0	0	0
косбол	0	0	0
косдаулетов	0	0	0
космамбетов	0	0	0
косман	0	0	0
космо	0	0	0
космополитен	0	0	0
космуратов	0	0	0
косоводанмын	0	0	0
коспаев	0	0	0
костыгов	0	0	0
косуаков	0	0	0
коханов	0	0	0
кошелевке	0	0	0
кошжанов	0	0	0
кошпанов	0	0	0
кощанов	0	0	0
кощегулов	0	0	0
крамаровская	0	0	0
красин	0	0	0
красничий	0	0	0
краснодар	0	0	0
кремльді	0	0	0
кривинка	0	0	0
кристин	0	0	0
крыкбаев	0	0	0
крыкпаев	0	0	0
куангалиев	0	0	0
куандик	0	0	0
куандиков	0	0	0
куаниш	0	0	0
куанишбек	0	0	0
куантаев	0	0	0
куантхан	0	0	0
куаншбек	0	0	0
куанышкалиев	0	0	0
куанышкул	0	0	0
куанышкуль	0	0	0
куанышпаев	0	0	0
куанышпай	0	0	0
куанышпек	0	0	0
куатбеков	0	0	0
кубайдулла	0	0	0
кубеген	0	0	0
кубегенов	0	0	0
кубеев	0	0	0
кубей	0	0	0
кубейсин	0	0	0
кубейсинов	0	0	0
кубеков	0	0	0
кубенов	0	0	0
кубентаев	0	0	0
кубесов	0	0	0
кубжасаров	0	0	0
кубиев	0	0	0
кувандик	0	0	0
кувандиков	0	0	0
кувандык	0	0	0
кувандыков	0	0	0
куванов	0	0	0
куваныш	0	0	0
куват	0	0	0
куватов	0	0	0
кудайберди	0	0	0
кудайкулов	0	0	0
кударов	0	0	0
кудасов	0	0	0
кудебаев	0	0	0
кудербаев	0	0	0
кудеринов	0	0	0
кудеров	0	0	0
кудрет	0	0	0
кудушев	0	0	0
кудьяров	0	0	0
кужабаев	0	0	0
кужагалиев	0	0	0
кужаков	0	0	0
кужаниязов	0	0	0
кужанов	0	0	0
кужахметов	0	0	0
кузбаев	0	0	0
кузбаков	0	0	0
куздеубаев	0	0	0
куздибаев	0	0	0
кузербаев	0	0	0
куканов	0	0	0
кукеев	0	0	0
кукенов	0	0	0
куккузов	0	0	0
кукушкин	0	0	0
кулазия	0	0	0
кулаим	0	0	0
кулайм	0	0	0
кулайна	0	0	0
куламанов	0	0	0
куланов	0	0	0
кулбагира	0	0	0
кулбан	0	0	0
кулбану	0	0	0
кулбаран	0	0	0
кулбаршин	0	0	0
кулбатыров	0	0	0
кулбиби	0	0	0
кулбуби	0	0	0
кулдарай	0	0	0
кулдари	0	0	0
кулдарига	0	0	0
кулдариха	0	0	0
кулдария	0	0	0
кулдархан	0	0	0
кулдыбаев	0	0	0
кулжазира	0	0	0
кулжакан	0	0	0
кулжанат	0	0	0
кулжахан	0	0	0
кулжиян	0	0	0
кулзабира	0	0	0
кулзагира	0	0	0
кулзада	0	0	0
кулзакира	0	0	0
кулзат	0	0	0
кулзахира	0	0	0
кулзейнет	0	0	0
кулзина	0	0	0
кулзинат	0	0	0
кулзипаш	0	0	0
кулзира	0	0	0
кулибаев	0	0	0
кулиза	0	0	0
кулизат	0	0	0
кулима	0	0	0
кулимбетов	0	0	0
кулимкан	0	0	0
кулихан	0	0	0
кулкаев	0	0	0
кулмагамбетов	0	0	0
кулмаганбетов	0	0	0
кулмайра	0	0	0
кулманбетов	0	0	0
кулмарам	0	0	0
кулмараш	0	0	0
кулмария	0	0	0
кулмахан	0	0	0
кулмаханбетов	0	0	0
кулмаш	0	0	0
кулмира	0	0	0
кулмуратов	0	0	0
кулмурзаев	0	0	0
кулмурзин	0	0	0
кулназаров	0	0	0
кулназия	0	0	0
кулнар	0	0	0
кулнара	0	0	0
кулпараш	0	0	0
кулпаршин	0	0	0
кулпаршын	0	0	0
кулсимхан	0	0	0
кулсинай	0	0	0
култаев	0	0	0
култанов	0	0	0
култасов	0	0	0
култышевтар	0	0	0
кулумбаев	0	0	0
кулумбетов	0	0	0
кулумхан	0	0	0
кулушев	0	0	0
кулхан	0	0	0
кулчат	0	0	0
кулшаруан	0	0	0
кулшахар	0	0	0
кульбаги	0	0	0
кульбагила	0	0	0
кульбагира	0	0	0
кульбадан	0	0	0
кульбаев	0	0	0
кульбайра	0	0	0
кульбайрам	0	0	0
кульбакыт	0	0	0
кульбан	0	0	0
кульбану	0	0	0
кульбара	0	0	0
кульбарам	0	0	0
кульбаран	0	0	0
кульбараш	0	0	0
кульбаршин	0	0	0
кульбаршын	0	0	0
кульбеков	0	0	0
кульбуби	0	0	0
кульгайша	0	0	0
кульдан	0	0	0
кульдана	0	0	0
кульдар	0	0	0
кульдарай	0	0	0
кульдарига	0	0	0
кульдария	0	0	0
кульдархан	0	0	0
кульджанов	0	0	0
кульдрайхан	0	0	0
кульжабаев	0	0	0
кульжазира	0	0	0
кульжакан	0	0	0
кульжамал	0	0	0
кульжамила	0	0	0
кульжамиля	0	0	0
кульжан	0	0	0
кульжанат	0	0	0
кульжанов	0	0	0
кульжахан	0	0	0
кульжиан	0	0	0
кульжиян	0	0	0
кульзабира	0	0	0
кульзагира	0	0	0
кульзада	0	0	0
кульзайра	0	0	0
кульзара	0	0	0
кульзат	0	0	0
кульзахира	0	0	0
кульзейнеп	0	0	0
кульзига	0	0	0
кульзина	0	0	0
кульзинат	0	0	0
кульзипа	0	0	0
кульзира	0	0	0
кульзия	0	0	0
кулькен	0	0	0
кульмагамбетов	0	0	0
кульмаганбетов	0	0	0
кульмайра	0	0	0
кульман	0	0	0
кульманов	0	0	0
кульмара	0	0	0
кульмария	0	0	0
кульмаш	0	0	0
кульмира	0	0	0
кульмухамбетов	0	0	0
кульназаров	0	0	0
кульназия	0	0	0
кульнар	0	0	0
кульнара	0	0	0
кульниязов	0	0	0
кульпан	0	0	0
кульпану	0	0	0
кульпара	0	0	0
кульпаршин	0	0	0
кульпаршын	0	0	0
кульпаш	0	0	0
кульсагат	0	0	0
кульсара	0	0	0
кульсим	0	0	0
кульсимхан	0	0	0
кульсин	0	0	0
кульсум	0	0	0
кульсун	0	0	0
кульсын	0	0	0
культаев	0	0	0
культай	0	0	0
кульхан	0	0	0
кульчат	0	0	0
кульчиков	0	0	0
кульчиков	0	0	0
кульшара	0	0	0
кульшат	0	0	0
кульше	0	0	0
кульшира	0	0	0
куляим	0	0	0
куляй	0	0	0
куляйм	0	0	0
куляйхан	0	0	0
куляйша	0	0	0
кулян	0	0	0
кулянда	0	0	0
куляра	0	0	0
кулятай	0	0	0
кумарбаев	0	0	0
кумарбеков	0	0	0
кумаргали	0	0	0
кумаргалиев	0	0	0
кумаркан	0	0	0
кумашев	0	0	0
кумбасар	0	0	0
кумекбаев	0	0	0
кумеков	0	0	0
кумискан	0	0	0
кумискул	0	0	0
кумискуль	0	0	0
кумусай	0	0	0
кумусжан	0	0	0
кумыс	0	0	0
кумысай	0	0	0
кумысбек	0	0	0
кумысжан	0	0	0
кумыскан	0	0	0
кумыскуль	0	0	0
кунаев	0	0	0
кунаим	0	0	0
кунакбаев	0	0	0
кунаков	0	0	0
кунафин	0	0	0
кундакбаев	0	0	0
кундузай	0	0	0
кундузой	0	0	0
кундызбаев	0	0	0
кунжамила	0	0	0
кунзада	0	0	0
кунзипа	0	0	0
кунзира	0	0	0
кунзия	0	0	0
кунимкул	0	0	0
кунимхан	0	0	0
куннур	0	0	0
кунсауле	0	0	0
кунслу	0	0	0
кунсулув	0	0	0
кунтуаров	0	0	0
кунтубаев	0	0	0
купан	0	0	0
купеев	0	0	0
купенов	0	0	0
купжасаров	0	0	0
куптлеуов	0	0	0
куракбаев	0	0	0
куракбай	0	0	0
куралбеков	0	0	0
курбанай	0	0	0
курбанали	0	0	0
курбаналиев	0	0	0
курбанбек	0	0	0
курбанбеков	0	0	0
курбангул	0	0	0
курбангуль	0	0	0
курбаниязов	0	0	0
курбанкул	0	0	0
курбанкуль	0	0	0
курбиев	0	0	0
курганбаев	0	0	0
курганбеков	0	0	0
куренбаев	0	0	0
куренкеев	0	0	0
курлан	0	0	0
курляндиясын	0	0	0
курмамбаев	0	0	0
курманали	0	0	0
курманалиев	0	0	0
курманбеков	0	0	0
курманбике	0	0	0
курмангазиев	0	0	0
курмангазин	0	0	0
курмангали	0	0	0
курмангалиев	0	0	0
курмангалий	0	0	0
курмангожин	0	0	0
курманиязов	0	0	0
курманказы	0	0	0
курманкул	0	0	0
курманкулов	0	0	0
курманкуль	0	0	0
курмансеитов	0	0	0
курмантаев	0	0	0
курмашов	0	0	0
курпебаев	0	0	0
курсинов	0	0	0
курумбаев	0	0	0
кусаев	0	0	0
кусаин	0	0	0
кусаинов	0	0	0
кусайн	0	0	0
кусанов	0	0	0
кусбеков	0	0	0
кусепов	0	0	0
кусманов	0	0	0
куспангалиев	0	0	0
куспеков	0	0	0
кустанов	0	0	0
кусто	0	0	0
кутанов	0	0	0
куттибай	0	0	0
куттикиз	0	0	0
куттыбеков	0	0	0
куттыгыз	0	0	0
куттыкыз	0	0	0
куттымурат	0	0	0
куттымуратов	0	0	0
кутубаев	0	0	0
кутыбаев	0	0	0
кучербаев	0	0	0
кучик	0	0	0
кучкаров	0	0	0
кушалиев	0	0	0
кушанов	0	0	0
кушбаев	0	0	0
кушекбаев	0	0	0
кушеков	0	0	0
кушенов	0	0	0
кушербаев	0	0	0
кушербай	0	0	0
кушеров	0	0	0
кушимов	0	0	0
кушкенов	0	0	0
кушкимбаев	0	0	0
кушкинбаев	0	0	0
кушкумбаев	0	0	0
кушманов	0	0	0
кушумбаев	0	0	0
кущанов	0	0	0
кыдырали	0	0	0
кыдырманов	0	0	0
кызболган	0	0	0
кызгалдак	0	0	0
кыздарбеков	0	0	0
кыздаркул	0	0	0
кыздаркуль	0	0	0
кыздархан	0	0	0
кыздыгой	0	0	0
кызжан	0	0	0
кызылгуль	0	0	0
кызылкуль	0	0	0
кылышбеков	0	0	0
кыпшакбаев	0	0	0
кырбасованың	0	0	0
кюршат	0	0	0
кішкенекөл	0	0	0
күйгенжар	0	0	0
күлайым	0	0	0
күлаш	0	0	0
күлжахан	0	0	0
күлпан	0	0	0
күлпаршын	0	0	0
күлсара	0	0	0
күлімхан	0	0	0
күләйхан	0	0	0
күләйша	0	0	0
күміскүл	0	0	0
күмісхан	0	0	0
күнсулу	0	0	0
күнсәуле	0	0	0
күнімай	0	0	0
күршімде	0	0	0
күрішбаев	0	0	0
күрішбаева	0	0	0
кұралай	0	0	0
кәдірбеков	0	0	0
кәдірхан	0	0	0
кәкімов	0	0	0
кәлетаев	0	0	0
кәмиля	0	0	0
кәмәси	0	0	0
кәрібаева	0	0	0
кәсіподақтар	0	0	0
кәсіпқорған	0	0	0
кәукенова	0	0	0
кәусәр	0	1	1
көкенайұлы	0	0	0
көкжайлау	0	0	0
көкжайлауда	0	0	0
көксай	0	0	0
көктөбенің	0	0	0
көкшетаулық	0	1	1
көкішевтердің	0	0	0
көкқайнар	0	0	0
көлгінов	0	0	0
көлгіновке	0	0	0
көленқызы	0	0	0
көлсай	0	0	0
көлсайға	0	0	0
көліктегі	0	2	1
көпберген	0	0	0
көпбосын	0	0	0
көпбосынұлының	0	0	0
көпейқызы	0	0	0
көптілеу	0	0	0
көптілеуов	0	0	0
көптілеуов	0	0	0
көркемай	0	0	0
көшенов	0	0	0
көшкінбай	0	0	0
лагард	0	0	0
лазар	0	0	0
лазат	0	0	0
лаззет	0	0	0
лазира	0	0	0
лазят	0	0	0
лаила	0	0	0
лайло	0	0	0
лайля	0	0	0
лайчак	0	0	0
ламис	0	0	0
ламия	0	0	0
лассина	0	0	0
латипов	0	0	0
латушко	0	0	0
лаубаев	0	0	0
лаурия	0	0	0
лаяна	0	0	0
лебаев	0	0	0
левант	0	0	0
левобережная	0	0	0
лейли	0	0	0
лейля	0	0	0
лейсан	0	0	0
лепесбаев	0	0	0
лепесов	0	0	0
лесбаев	0	0	0
лесбай	0	0	0
лесбеков	0	0	0
лескен	0	0	0
лескул	0	0	0
лескуль	0	0	0
лесная	0	0	0
лесов	0	0	0
лесхан	0	0	0
летова	0	0	0
ливанға	0	0	0
лизат	0	0	0
ликеров	0	0	0
лилиана	0	0	0
лиля	0	0	0
лимара	0	0	0
линар	0	0	0
линара	0	0	0
лисицианмен	0	0	0
лисогор	0	0	0
лиссабонда	0	0	0
лиссабондағы	0	0	0
лихачёва	0	0	0
логистик	0	0	0
лоджистикс	0	0	0
лолита	0	0	0
лондондағы	0	0	0
луина	0	0	0
луйза	0	0	0
лукманов	0	0	0
лунара	0	0	0
лутцпен	0	0	0
лэззат	0	0	0
лэйла	0	0	0
лэнгстон	0	0	0
любителев	0	0	0
люксембургтегі	0	0	0
люфтганзасы	0	0	0
люция	0	0	0
лязат	0	0	0
ляззат	0	0	0
ляззат	0	0	0
ляззят	0	0	0
лязиза	0	0	0
лязят	0	0	0
ляйла	0	0	0
ляйлим	0	0	0
ляйля	0	0	0
ляйсан	0	0	0
ляля	0	1	1
ляньюнган	0	0	0
лятипа	0	0	0
лұқпанов	0	0	0
ләзат	0	0	0
ләйля	0	0	0
мавлуда	0	0	0
мавлюда	0	0	0
магамбетов	0	0	0
магамед	0	0	0
магауов	0	0	0
магжанов	0	0	0
магзия	0	0	0
магзомов	0	0	0
магиза	0	0	0
магомед	0	0	0
магрифа	0	0	0
мадалиев	0	0	0
маденов	0	0	0
мадиана	0	0	0
мадиар	0	0	0
мадибеков	0	0	0
мадий	0	0	0
мадимаров	0	0	0
мадира	0	0	0
мадиханов	0	0	0
мадиярбек	0	0	0
мадияров	0	0	0
мадиярұлы	0	0	0
мадиёр	0	0	0
мадиқызына	0	0	0
мадиұлы	0	0	0
мадьяров	0	0	0
маемиров	0	0	0
мажибаев	0	0	0
мажиев	0	0	0
мажиков	0	0	0
мажинов	0	0	0
мажитова	0	0	0
мазаеваға	0	0	0
мазбаев	0	0	0
маира	0	0	0
маия	0	0	0
майбасов	0	0	0
майгуль	0	0	0
майгүл	0	0	0
майдагуль	0	0	0
майданов	0	0	0
майдаш	0	0	0
майжанов	0	0	0
майкенов	0	0	0
майко	0	0	0
майкул	0	0	0
майкуль	0	0	0
майкөбе	0	0	0
майланов	0	0	0
майлибаев	0	0	0
маймуна	0	0	0
майндағы	0	0	0
майнура	0	0	0
майрагул	0	0	0
майрагуль	0	0	0
майрагүл	0	0	0
майрамбай	0	0	0
майрамбек	0	0	0
майрамгул	0	0	0
майрамгуль	0	0	0
майрамкул	0	0	0
майрамкуль	0	0	0
майраш	0	0	0
майраш	0	0	0
майредтің	0	0	0
майтанов	0	0	0
майханов	0	0	0
майқұдық	0	0	0
макаев	0	0	0
макашов	0	0	0
македонияда	0	0	0
макенов	0	0	0
макимов	0	0	0
макинск	0	0	0
макира	0	0	0
макпалеев	0	0	0
макрон	0	0	0
максад	0	0	0
максатбек	0	0	0
максетбай	0	0	0
максимді	0	0	0
максотов	0	0	0
максуткан	0	0	0
мактагул	0	0	0
мактагуль	0	0	0
макуза	0	0	0
макулбаев	0	0	0
малаев	0	0	0
малдыбеков	0	0	0
малибеков	0	0	0
маликайдар	0	0	0
малимбаев	0	0	0
малтабаров	0	0	0
малыбаев	0	0	0
мамадалиев	0	0	0
мамадияр	0	0	0
мамадияров	0	0	0
мамажанов	0	0	0
маманов	0	0	0
маматаев	0	0	0
маматов	0	0	0
мамбаев	0	0	0
мамбеталиев	0	0	0
мамбеталин	0	0	0
мамбетжанов	0	0	0
мамбеткулов	0	0	0
маменов	0	0	0
мамешов	0	0	0
мамиля	0	0	0
мамин	0	0	0
маминге	0	0	0
маминді	0	0	0
мамиров	0	0	0
мамитов	0	0	0
мамлютка	0	0	0
мамраев	0	0	0
мамраимов	0	0	0
мамура	0	0	0
мамутов	0	0	0
мамыков	0	0	0
мамырбаев	0	0	0
мамырбаев	0	0	0
мамырбеков	0	0	0
мамырхан	0	0	0
мамытбаев	0	0	0
мамытбек	0	0	0
мамытов	0	0	0
мамышев	0	0	0
манакбаев	0	0	0
мананбаев	0	0	0
манапбаев	0	0	0
манара	0	0	0
манарбеков	0	0	0
манарбекұлы	0	0	0
манаргул	0	0	0
манаргуль	0	0	0
манасбаев	0	0	0
манасбек	0	0	0
манасов	0	0	0
манасұлы	0	0	0
манатбек	0	0	0
манатов	0	0	0
манатұлы	0	0	0
манашев	0	0	0
манзия	0	0	0
манзоров	0	0	0
манибек	0	0	0
манира	0	0	0
манкеев	0	0	0
мансура	0	0	0
мансурбек	0	0	0
мансүр	0	0	0
мантаев	0	0	0
манура	0	0	0
манчук	0	0	0
маншүк	0	0	0
мапруза	0	0	0
маралбаев	0	0	0
маралбек	0	0	0
маралдым	0	0	0
маралов	0	0	0
маралхан	0	0	0
маралым	0	0	0
маратбек	0	0	0
маратжан	0	0	0
маратов	0	0	0
маратхан	0	0	0
маратұлы	0	0	0
мараш	0	0	0
марданов	0	0	0
марденов	0	0	0
маржана	0	0	0
маржанай	0	0	0
маржангуль	0	0	0
маржанкул	0	0	0
маржанкуль	0	0	0
маржон	0	0	0
маржона	0	0	0
мариам	0	0	0
мариаш	0	0	0
марита	0	0	0
мариякул	0	0	0
мариякуль	0	0	0
мариямгуль	0	0	0
мариямкуль	0	0	0
мариямхан	0	0	0
марияхан	0	0	0
маркабаев	0	0	0
маркизат	0	0	0
марлан	0	0	0
марпуга	0	0	0
марсел	0	0	0
мартбек	0	0	0
маруаш	0	0	0
маруса	0	0	0
мархабаев	0	0	0
мархабай	0	0	0
мархаббат	0	1	1
мархат	0	0	0
марьям	0	0	0
марьяна	0	0	0
марьяш	0	0	0
марям	0	0	0
маряш	0	0	0
марғулан	0	0	0
марқабаева	0	0	0
масабаев	0	0	0
масакбаев	0	0	0
масал	0	0	0
масалимов	0	0	0
масанов	0	0	0
масимованың	0	0	0
масленникова	0	0	0
масран	0	0	0
масура	0	0	0
матаев	0	0	0
матайбаев	0	0	0
матайға	0	0	0
матвеевті	0	0	0
матеев	0	0	0
матенов	0	0	0
маткаримов	0	0	0
матлюба	0	0	0
матов	0	0	0
маттарелла	0	0	0
маукенов	0	0	0
мауленкулов	0	0	0
мауленұлы	0	0	0
маулетов	0	0	0
маулетхан	0	0	0
маулия	0	0	0
маурер	0	0	0
маусымбаев	0	0	0
маутеева	0	0	0
маутов	0	0	0
мафтуна	0	0	0
мафура	0	0	0
махабат	0	0	0
махаев	0	0	0
махажанов	0	0	0
махамбетали	0	0	0
махамбеталиев	0	0	0
махамбетжан	0	0	0
махамбетжанов	0	0	0
махамбетов	0	0	0
махамбетов	0	0	0
махамбетова	0	0	0
махамбетұлы	0	0	0
махамбетәлі	0	0	0
маханбет	0	0	0
маханбет	0	0	0
маханбетали	0	0	0
маханбетжан	0	0	0
маханбетжанов	0	0	0
маханбетов	0	0	0
маханбетәлі	0	0	0
маханов	0	0	0
махатаев	0	0	0
махатай	0	0	0
махатов	0	0	0
махачкалаға	0	0	0
махаш	0	0	0
махашев	0	0	0
махашов	0	0	0
махбал	0	0	0
махбуба	0	0	0
махди	0	1	1
махимов	0	0	0
махин	0	0	0
махинур	0	0	0
махира	0	0	0
махметов	0	0	0
махметов	0	0	0
махмуджан	0	0	0
махпал	0	0	0
махсад	0	0	0
махсат	0	0	0
махсатбек	0	0	0
махсатұлы	0	0	0
махсет	0	0	0
махсетбай	0	0	0
махсетов	0	0	0
махсот	0	0	0
махсотов	0	0	0
махсуд	0	0	0
махсуда	0	0	0
махсут	0	0	0
махсутов	0	0	0
махсутхан	0	0	0
маххабат	0	0	0
машаев	0	0	0
машенов	0	0	0
машрапов	0	0	0
мащинская	0	0	0
маэк	0	0	0
мағди	0	0	0
мағзом	0	0	0
мақжан	0	0	0
мақсатбек	0	0	0
мақсатов	0	0	0
мақсатұлы	0	0	0
мақсотов	0	0	0
мақсут	0	0	0
мақсұтбек	0	0	0
мақсұтов	0	0	0
мақсұтхан	0	0	0
мақсұтұлы	0	0	0
мақтааралға	0	0	0
мақұлбеков	0	0	0
маңғыстаулық	0	1	1
меделбеков	0	0	0
меделхан	0	0	0
меденов	0	0	0
медер	0	0	0
медетбаев	0	0	0
медетбеков	0	0	0
медетұлы	0	0	0
медеубаев	0	0	0
медеубай	0	0	0
медеубек	0	0	0
медеубеков	0	0	0
медеуов	0	0	0
медеуов	0	0	0
медеухан	0	0	0
медешов	0	0	0
медея	0	0	0
медиация	0	0	0
медиев	0	0	0
медикал	0	0	0
медхат	0	0	0
меиз	0	0	0
меир	0	0	0
меирамбек	0	0	0
меирамкул	0	0	0
меирбек	0	0	0
меирбеков	0	0	0
меиргуль	0	0	0
меиржан	0	0	0
меиркул	0	0	0
меиркуль	0	0	0
меирлан	0	0	0
меирман	0	0	0
меирманов	0	0	0
меирхан	0	0	0
меиірбек	0	0	0
меиіржан	0	0	0
мейз	0	0	0
мейзкул	0	0	0
мейзкуль	0	0	0
мейр	0	0	0
мейрамбаев	0	0	0
мейрамбай	0	0	0
мейрамбеков	0	0	0
мейрамбеков	0	0	0
мейрамбекұлы	0	0	0
мейрамгазы	0	0	0
мейрамгалиев	0	0	0
