# form	capitalised	lower-case	works — tools/names.py
# proper names the corpus capitalises, reduced to the lemma. They go
# in as `np`, so the nominal track and nothing else.
айшагүл	0	0	0
айшажан	0	0	0
айшайым	0	0	0
айшакуль	0	0	0
айшанұр	0	0	0
айшат	0	0	0
айшахан	0	0	0
айше	0	0	0
айымай	0	0	0
айымбетов	0	0	0
айымгуль	0	0	0
айымкуль	0	0	0
айымкүл	0	0	0
айымнұр	0	0	0
айымторы	0	0	0
айымхан	0	0	0
айюб	0	0	0
айяжан	0	0	0
айяна	0	0	0
айяулым	0	0	0
айқаным	0	0	0
айқаракөз	0	0	0
айқынұлы	0	0	0
айәділ	0	0	0
айәсем	0	0	0
акадил	0	0	0
акажанов	0	0	0
акашев	0	0	0
акбалаев	0	0	0
акбарали	0	0	0
акбаров	0	0	0
акбергенов	0	0	0
акблек	0	0	0
акбубек	0	0	0
акбулат	0	0	0
акбулатов	0	0	0
акбупе	0	0	0
акгулим	0	0	0
акгуль	0	0	0
акдана	0	0	0
акжанар	0	0	0
акжанат	0	0	0
акжаркин	0	0	0
акжигитов	0	0	0
акжунис	0	0	0
акжунус	0	0	0
акзада	0	0	0
акзам	0	0	0
акзере	0	0	0
акзиба	0	0	0
акзила	0	0	0
акзия	0	0	0
акзияш	0	0	0
акибаев	0	0	0
акижанов	0	0	0
акилбаев	0	0	0
акилбай	0	0	0
акилбек	0	0	0
акилбеков	0	0	0
акилгек	0	0	0
акилов	0	0	0
акильбеков	0	0	0
акимбеков	0	0	0
акимханов	0	0	0
акихито	0	0	0
акишев	0	0	0
аккагаз	0	0	0
аккайша	0	0	0
аккалиев	0	0	0
аккошкаров	0	0	0
аккулиев	0	0	0
аккулов	0	0	0
аккуль	0	0	0
аккумис	0	0	0
аккумыс	0	0	0
аклбек	0	0	0
акмагамбетов	0	0	0
акмаганбетов	0	0	0
акмаль	0	0	0
акманат	0	0	0
акмерей	0	0	0
акмолдаев	0	0	0
акмолдир	0	0	0
акмурзин	0	0	0
акпанбаев	0	0	0
акпаров	0	0	0
акрамов	0	0	0
акрыс	0	0	0
аксакалов	0	0	0
аксана	0	0	0
аксезим	0	0	0
акслу	0	0	0
аксуйрик	0	0	0
аксултан	0	0	0
аксункар	0	0	0
аксымбат	0	0	0
актенге	0	0	0
актлек	0	0	0
актолкин	0	0	0
акулов	0	0	0
акшагуль	0	0	0
акшакул	0	0	0
акшакуль	0	0	0
акшулаков	0	0	0
акыбаев	0	0	0
акылов	0	0	0
акылтай	0	0	0
алагузов	0	0	0
алайдаров	0	0	0
алайя	0	0	0
аламгир	0	0	0
алана	0	1	1
алашбаев	0	0	0
албина	0	0	0
алгабек	0	0	0
алгазиев	0	0	0
алгазин	0	0	0
алгалиев	0	0	0
алдабаев	0	0	0
алдабеков	0	0	0
алдабергенұлы	0	0	0
алдажанов	0	0	0
алдажар	0	0	0
алдамбергенов	0	0	0
алдамжар	0	0	0
алдамжаров	0	0	0
алдамуратов	0	0	0
алданазаров	0	0	0
алдангаров	0	0	0
алданиязов	0	0	0
алданов	0	0	0
алдашев	0	0	0
алдашов	0	0	0
алдиар	0	0	0
алдибаев	0	0	0
алдонғаров	0	0	0
алдоңғаров	0	0	0
алдунгаров	0	0	0
алдыбаев	0	0	0
алевтина	0	0	0
алекеев	0	0	0
алекенов	0	0	0
алема	0	0	0
алемгуль	0	0	0
алемжан	0	0	0
алемхан	0	0	0
алеся	0	0	0
алеся	0	0	0
алжанбаев	0	0	0
алиакбар	0	0	0
алиакбаров	0	0	0
алиана	0	0	0
алиар	0	0	0
алиасқар	0	0	0
алиахмет	0	0	0
алибаба	0	0	0
алибекұлы	0	0	0
алигебай	0	0	0
алида	0	0	0
алидар	0	0	0
алижанов	0	0	0
алий	0	0	0
алика	0	0	0
аликеев	0	0	0
аликул	0	0	0
аликулов	0	0	0
алила	0	0	0
алимансур	0	0	0
алимансұр	0	0	0
алимардан	0	0	0
алимгазин	0	0	0
алимгазы	0	0	0
алимгер	0	0	0
алимкул	0	0	0
алимкулов	0	0	0
алимурат	0	0	0
алимуса	0	0	0
алимханов	0	0	0
алиназ	0	0	0
алиназар	0	0	0
алинар	0	0	0
алинов	0	0	0
алинур	0	0	0
алинура	0	0	0
алинұр	0	0	0
алипбеков	0	0	0
алипкалиев	0	0	0
алипов	0	0	0
алира	0	0	0
алисултан	0	0	0
алисұлтан	0	0	0
алиханов	0	0	0
алиханұлы	0	0	0
алиша	0	0	0
алишах	0	0	0
алишеров	0	0	0
алишерұлы	0	0	0
алишов	0	0	0
алиякбаров	0	0	0
алияна	0	0	0
алияр	0	0	0
алкеев	0	0	0
алкенов	0	0	0
аллаберген	0	0	0
аллабергенов	0	0	0
аллажар	0	0	0
алламберген	0	0	0
алламбергенов	0	0	0
алланазаров	0	0	0
алланиязов	0	0	0
алмабаев	0	0	0
алмазбек	0	0	0
алмазбек	0	0	0
алмазхан	0	0	0
алмазұлы	0	0	0
алмакуль	0	0	0
алмакүл	0	0	0
алманиязов	0	0	0
алманов	0	0	0
алмара	0	0	0
алмасбай	0	0	0
алмасбеков	0	0	0
алмасбекұлы	0	0	0
алмасов	0	0	0
алмасхан	0	0	0
алматбек	0	0	0
алматылық	0	4	1
алматылықтарды	0	1	1
алматұлы	0	0	0
алмаханов	0	0	0
алмахов	0	0	0
алмашев	0	0	0
алмағанбетов	0	0	0
алмухан	0	0	0
алмуханов	0	0	0
алнур	0	0	0
алнұр	0	0	0
аловатов	0	0	0
алпамысов	0	0	0
алпамысұлы	0	0	0
алпанов	0	0	0
алпысбек	0	0	0
алпысбеков	0	0	0
алпысов	0	0	0
алпысов	0	0	0
алпыспаев	0	0	0
алпыспай	0	0	0
алсеитов	0	0	0
алсейтов	0	0	0
алстоммен	0	0	0
алтаир	0	0	0
алтайбаев	0	0	0
алтайбек	0	0	0
алтайұлы	0	0	0
алтанбек	0	0	0
алтангул	0	0	0
алтеев	0	0	0
алтенов	0	0	0
алтин	0	1	1
алтинай	0	0	0
алтинбек	0	0	0
алтнай	0	0	0
алтыбаев	0	0	0
алтымбек	0	0	0
алтынарай	0	0	0
алтынбай	0	0	0
алтынбала	0	0	0
алтынбекұлы	0	0	0
алтынбике	0	0	0
алтынгазы	0	0	0
алтынганым	0	0	0
алтынгуль	0	0	0
алтынжан	0	0	0
алтынзер	0	0	0
алтынкуль	0	0	0
алтынкыз	0	0	0
алтынов	0	0	0
алтынсара	0	0	0
алтынтас	0	0	0
алтынхан	0	0	0
алтынчаш	0	0	0
алтықұлақтағы	0	0	0
алханов	0	0	0
алшакуль	0	0	0
алшанов	0	0	0
алшер	0	0	0
алшимбаев	0	0	0
алшинбаев	0	0	0
алшынбаев	0	0	0
алшынбаев	0	0	0
алшынбек	0	0	0
алыбаев	0	0	0
алыбек	0	0	0
алымжан	0	0	0
альазиз	0	0	0
альбек	0	0	0
альбеков	0	0	0
альби	0	0	0
альвина	0	0	0
альвира	0	0	0
альдаир	0	0	0
альдина	0	0	0
альдияр	0	0	0
альжан	0	0	0
альжанов	0	0	0
альжапаров	0	0	0
альзара	0	0	0
альзира	0	0	0
алькеев	0	0	0
алькен	0	0	0
алькенов	0	0	0
альмагамбетов	0	0	0
альмаганбетов	0	0	0
альмади	0	0	0
альмансур	0	0	0
альмансұр	0	0	0
альмара	0	0	0
альмахан	0	0	0
альмаханов	0	0	0
альменов	0	0	0
альмина	0	0	0
альмир	0	0	0
альмира	0	0	0
альмурат	0	0	0
альмуратов	0	0	0
альмухамбетов	0	0	0
альмухамед	0	0	0
альмухамедов	0	0	0
альмухаммед	0	0	0
альмухан	0	0	0
альмуханов	0	0	0
альназар	0	0	0
альнур	0	0	0
альнура	0	0	0
альнұр	0	0	0
альпеисов	0	0	0
альпеш	0	0	0
альпиев	0	0	0
альпия	0	0	0
альрами	0	0	0
альсара	0	0	0
альсеит	0	0	0
альсеитов	0	0	0
альтаев	0	0	0
альтаир	0	0	0
альтайр	0	0	0
альтайыр	0	0	0
альтемир	0	0	0
альфараби	0	0	0
альфина	0	0	0
альфинур	0	0	0
альфира	0	0	0
альфия	0	0	0
альхам	0	0	0
альхан	0	0	0
альханов	0	0	0
алья	0	0	0
альяна	0	0	0
алёна	0	0	0
алёна	0	0	0
алібек	0	0	0
алішер	0	0	0
алғабек	0	0	0
алқар	0	0	0
амалбек	0	0	0
амалбек	0	0	0
амалбеков	0	0	0
амалхан	0	0	0
амаль	0	0	0
аманай	0	0	0
аманбайұлы	0	0	0
аманбала	0	0	0
аманбеков	0	0	0
аманбекұлы	0	0	0
аманбиби	0	0	0
аманбике	0	0	0
аманбол	0	0	0
амангазы	0	0	0
амангайша	0	0	0
амангалий	0	0	0
амангелдиев	0	0	0
амангелдин	0	0	0
амангелдинов	0	0	0
амангелды	0	0	0
амангельди	0	0	0
амангельдиев	0	0	0
амангельдин	0	0	0
амангельдинов	0	0	0
амангельды	0	0	0
амангельдыев	0	0	0
амангельді	0	0	0
амангильды	0	0	0
амангос	0	0	0
амангосов	0	0	0
амангуль	0	0	0
амандықов	0	0	0
амандықұлы	0	0	0
аманер	0	0	0
аманжанов	0	0	0
аманжолұлы	0	0	0
аманжулов	0	0	0
амани	0	0	0
аманияз	0	0	0
аманкелдиев	0	0	0
аманкелды	0	0	0
аманкелдіұлы	0	0	0
аманкельди	0	0	0
аманкельды	0	0	0
аманкосов	0	0	0
аманкуль	0	0	0
аманкыз	0	0	0
амано	0	0	0
аманоға	0	0	0
амантаев	0	0	0
амантаевич	0	0	0
амантайұлы	0	0	0
амантұрлы	0	0	0
аманхан	0	0	0
аманша	0	0	0
аманшиев	0	0	0
аманшин	0	0	0
аманшин	0	0	0
аманғазы	0	0	0
аманғалиевке	0	0	0
аманғалиұлы	0	0	0
аманғос	0	0	0
аманғосов	0	0	0
аманқос	0	0	0
аманқосов	0	0	0
аманқосұлы	0	0	0
аманқыз	0	0	0
аманқұлов	0	0	0
аманұлы	0	0	0
амелина	0	0	0
аменов	0	0	0
амержанов	0	0	0
амерхан	0	0	0
амерханов	0	0	0
амзеев	0	0	0
амида	0	0	0
амила	0	0	0
амилия	0	0	0
амиль	0	0	0
амиля	0	0	0
аминаш	0	0	0
амирали	0	0	0
амиралиев	0	0	0
амиран	0	0	0
амирбаев	0	0	0
амиргазин	0	0	0
амиргали	0	0	0
амиргалиев	0	0	0
амиркулов	0	0	0
амирлан	0	0	0
амиртаев	0	0	0
амитов	0	0	0
амраев	0	0	0
амраев	0	0	0
амреев	0	0	0
амреев	0	0	0
амренов	0	0	0
амрин	0	0	0
амірхан	0	0	0
анадолу	0	0	0
анаис	0	0	0
анако	0	0	0
анапин	0	0	0
анапияев	0	0	0
анапьянов	0	0	0
анара	0	0	0
анарай	0	0	0
анарбаев	0	0	0
анарбеков	0	0	0
анарбекұлы	0	0	0
анаргуль	0	0	0
анаркулов	0	0	0
анаркуль	0	0	0
анаров	0	0	0
анархан	0	0	0
анарқұл	0	0	0
анафин	0	0	0
анаят	0	0	0
анварбек	0	0	0
анваров	0	0	0
андабаев	0	0	0
андагулов	0	0	0
андакулов	0	0	0
андасов	0	0	0
анджей	0	0	0
анджела	0	0	0
андиров	0	0	0
андосов	0	0	0
андриевский	0	0	0
анелия	0	0	0
анель	0	0	0
анелья	0	0	0
анеля	0	0	0
анже	0	0	0
анжелика	0	0	0
анжелина	0	0	0
анжелла	0	0	0
анзор	0	0	0
анида	0	0	0
аниза	0	0	0
анизат	0	0	0
анира	0	0	0
анисов	0	0	0
анифа	0	0	0
аниша	0	0	0
аният	0	0	0
анламасов	0	0	0
аннель	0	0	0
анниса	0	0	0
анор	0	0	0
анора	0	0	0
аноскин	0	0	0
ансабаев	0	0	0
ансара	0	0	0
ансатбай	0	0	0
ансаған	0	1	1
антаев	0	0	0
анталия	0	0	0
антикор	0	0	0
антонида	0	0	0
антониу	0	0	0
ануарбеков	0	0	0
ануарбекұлы	0	0	0
ануаров	0	0	0
ануарұлы	0	0	0
ануза	0	0	0
аньхой	0	0	0
анэль	0	0	0
анэля	0	0	0
апенов	0	0	0
апиза	0	0	0
аппаз	0	0	0
аппазов	0	0	0
аппасов	0	0	0
апсалямов	0	0	0
арабиясын	0	0	0
арабиясына	0	0	0
араилым	0	0	0
арайбек	0	0	0
арайгул	0	0	0
арайгуль	0	0	0
арайгүл	0	0	0
арайжан	0	0	0
арайлим	0	0	0
арайым	0	2	1
аралбек	0	0	0
аралбеков	0	0	0
аралов	0	0	0
аралхан	0	0	0
арапбаев	0	0	0
арапбай	0	0	0
арапбек	0	0	0
арбатта	0	0	0
арген	0	0	0
аргимбаев	0	0	0
аргинбаев	0	0	0
ардабаев	0	0	0
ардабек	0	0	0
ардаби	0	0	0
ардавичустың	0	0	0
ардавичусқа	0	0	0
ардагерлерді	0	0	0
ардагул	0	0	0
ардагуль	0	0	0
ардана	0	0	0
ардах	0	0	0
ардақұлы	0	0	0
аренада	0	6	4
аренов	0	0	0
аржан	0	0	0
арзанкуль	0	0	0
арзигул	0	0	0
арзигуль	0	0	0
арзыгуль	0	0	0
арзыгүл	0	0	0
арзыкулов	0	0	0
арзымбетов	0	0	0
ариадна	0	0	0
арианна	0	0	0
ариза	0	0	0
арилана	0	0	0
ариман	0	0	0
ариназ	0	0	0
аринов	0	0	0
арипбаев	0	0	0
арипжанов	0	0	0
аристанов	0	0	0
арияна	0	0	0
аркенов	0	0	0
арлен	0	0	0
армана	0	0	0
арманай	0	0	0
арманбек	0	0	0
армангул	0	0	0
армангуль	0	0	0
армангүл	0	0	0
арманжан	0	0	0
арманұлы	0	0	0
армат	0	0	0
арменияға	0	0	0
армин	0	0	0
армина	0	0	0
арнагул	0	0	0
арнагуль	0	0	0
арнагүл	0	0	0
аронов	0	0	0
арселормиттал	0	0	0
арсланбек	0	0	0
арстан	0	0	0
арстанбек	0	0	0
арстанов	0	0	0
арсылан	0	0	0
артемий	0	0	0
артикбаев	0	0	0
артурұлы	0	0	0
артыков	0	0	0
артём	0	0	0
артём	0	0	0
аруа	0	0	0
аруай	0	0	0
аруан	0	0	0
аругүл	0	0	0
аружан	0	0	0
аружан	0	0	0
аруза	0	0	0
арузат	0	0	0
арулан	0	0	0
арун	0	0	0
аруна	0	0	0
аруназ	0	0	0
архабаев	0	0	0
архатұлы	0	0	0
аршабаев	0	0	0
аршабеков	0	0	0
аршагуль	0	0	0
аршалыдағы	0	0	0
арынбаев	0	0	0
арынбек	0	0	0
арынгазинов	0	0	0
арысбаев	0	0	0
арысбек	0	0	0
арысбеков	0	0	0
арысланбек	0	0	0
арысов	0	0	0
арыстанбаев	0	0	0
арыстанбеков	0	0	0
арыстангалиев	0	0	0
арыстанғали	0	0	0
арыстық	0	0	0
арықбай	0	0	0
арғынбай	0	0	0
арғынбек	0	0	0
арқабай	0	0	0
арқалықта	0	0	0
арқалықтағы	0	2	1
арқалыққа	0	4	1
арұлан	0	0	0
асабаев	0	0	0
асадбек	0	0	0
асадулла	0	0	0
асаев	0	0	0
асаин	0	0	0
асаинов	0	0	0
асалбек	0	0	0
асаль	0	0	0
асамбаев	0	0	0
асаналы	0	0	0
асанбаева	0	0	0
асанбеков	0	0	0
асангали	0	0	0
асангалиев	0	0	0
асанкулов	0	0	0
асанхан	0	0	0
асанханов	0	0	0
асанқызы	0	0	0
асанұлы	0	0	0
асанәли	0	0	0
асатбек	0	0	0
асатулла	0	0	0
асаубаев	0	0	0
асауов	0	0	0
асауов	0	0	0
асеан	0	0	0
аселай	0	0	0
аселия	0	0	0
асельхан	0	0	0
аселья	0	0	0
аселя	0	0	0
асема	0	0	0
асемай	0	0	0
асембаев	0	0	0
асембеков	0	0	0
асемгуль	0	0	0
асемгүл	0	0	0
асемжан	0	0	0
асемкуль	0	0	0
асемов	0	0	0
асетбек	0	0	0
асетов	0	0	0
асетхан	0	0	0
асетұлы	0	0	0
асида	0	0	0
асилай	0	0	0
асилбаев	0	0	0
асилбек	0	0	0
асилбеков	0	0	0
асилзат	0	0	0
асилов	0	0	0
асилханов	0	0	0
асильбек	0	0	0
асильбеков	0	0	0
асильхан	0	0	0
асиля	0	0	0
асимгуль	0	0	0
асинат	0	0	0
аскарали	0	0	0
аскарбаев	0	0	0
аскарбеков	0	0	0
аскербеков	0	0	0
аскеров	0	0	0
аскерхан	0	0	0
аслай	0	0	0
асламбек	0	0	0
асланбек	0	0	0
асланов	0	0	0
асланұлы	0	0	0
аслбек	0	0	0
аслима	0	0	0
аслия	0	0	0
аслы	0	1	1
асмағамбетова	0	0	0
асмет	0	0	0
асмина	0	0	0
асмир	0	0	0
асмира	0	0	0
аспандияров	0	0	0
ассель	0	0	0
ассоль	0	0	0
астанамызды	0	0	0
астанамыздың	0	1	1
астанамызға	0	0	0
астананы	0	5	1
астанов	0	0	0
астраханьға	0	0	0
асубаев	0	0	0
асубай	0	0	0
асулан	0	0	0
асфандияр	0	0	0
асфендияр	0	0	0
асхад	0	0	0
асхан	0	0	0
асхар	0	0	0
асхатов	0	0	0
асхатұлы	0	0	0
асылай	0	0	0
асылайым	0	0	0
асылан	0	0	0
асыланбек	0	0	0
асыланұлы	0	0	0
асыларман	0	0	0
асылбаев	0	0	0
асылбай	0	0	0
асылбекұлы	0	0	0
асылболат	0	0	0
асылгуль	0	0	0
асылжанұлы	0	0	0
асылкан	0	0	0
асылкул	0	0	0
асылкуль	0	0	0
асылмурат	0	0	0
асылмұрат	0	0	0
асылназ	0	0	0
асылнұр	0	0	0
асылтай	0	0	0
асылханов	0	0	0
асылханым	0	0	0
асылханұлы	0	0	0
асылханұлы	0	0	0
асқарбеков	0	0	0
асқарбекұлы	0	0	0
асқарұлы	0	0	0
асқатұлы	0	0	0
асұлан	0	0	0
атагулов	0	0	0
атаев	0	0	0
атайбеков	0	0	0
атамбаевты	0	0	0
атамбеков	0	0	0
атамкулов	0	0	0
атанбаев	0	0	0
ататүрікті	0	0	0
атауов	0	0	0
атахан	0	0	0
атаханов	0	0	0
аташев	0	0	0
аташов	0	0	0
атеев	0	0	0
атенов	0	0	0
атиев	0	0	0
атика	0	0	0
атиргул	0	0	0
атиргуль	0	0	0
атиркул	0	0	0
атиркуль	0	0	0
атраубаев	0	0	0
атчибаев	0	0	0
атымтаев	0	0	0
атыраудағы	0	0	0
атыраулық	0	0	0
атыраунефтемаш	0	0	0
