# stem	patterns	forms	book-weight	bare — tools/discover.py
# candidates held back for being one letter from an entry. Most are
# that entry misspelt; some are words with an unlucky neighbour.
тараш	6	4	20	4
шиа	6	5	20	4
енох	12	6	19	4
айтма	4	4	18	4
боа	5	4	18	4
саманид	6	3	18	4
түрікпенстан	7	5	18	4
шиба	3	3	18	4
байкел	7	4	17	4
қайреке	4	4	17	4
рефлекция	8	7	17	4
тайван	5	4	17	4
конфуци	9	5	16	4
кро	5	4	16	4
науай	4	3	16	4
ізеке	3	3	16	4
банкы	6	4	15	4
конститутция	8	6	15	4
лио	3	3	15	4
ожа	4	3	15	4
алл	6	4	14	4
баа	5	5	14	4
гав	4	5	14	4
доба	5	4	14	4
жатахана	6	5	14	4
йас	4	3	14	4
күлс	4	4	14	4
шақырылым	6	4	14	4
шүба	11	5	14	4
асатал	10	5	13	4
әттегенай	7	4	13	4
бореке	4	4	13	4
хұр	3	3	13	4
әзбике	3	3	12	4
йег	4	3	12	4
каһарман	7	4	12	4
қут	7	4	12	4
мапыраш	9	5	12	4
нәсібе	4	4	12	4
орқа	5	5	12	4
рина	3	3	12	4
суба	6	6	12	4
суықсай	6	5	12	4
тәрби	5	5	12	4
фило	3	3	12	4
фитра	3	3	12	4
шәм	3	3	12	4
брит	6	3	11	4
бэл	5	3	11	4
корол	7	3	11	4
қарабах	9	4	11	4
тасба	5	5	11	4
төңі	4	4	11	4
арха	4	3	10	4
ашвин	6	3	10	4
әйми	7	4	10	4
байбике	3	3	10	4
зыңдан	4	3	10	4
қауас	6	4	10	4
нәреке	4	5	10	4
өтеубай	5	4	10	4
өтір	4	5	10	4
рар	3	3	10	4
родон	5	5	10	4
спартан	6	3	10	4
стайн	7	4	10	4
уір	10	5	10	4
хасеке	3	3	10	4
афа	3	3	9	4
әпіш	7	3	9	4
баймақан	5	4	9	4
байтеке	4	4	9	4
бесс	7	3	9	4
болшевик	8	4	9	4
гностицизм	3	3	9	4
ехлас	5	3	9	4
зойка	3	3	9	4
көлсай	5	4	9	4
қолқат	5	3	9	4
лоу	8	3	9	4
танғұт	6	3	9	4
тург	5	4	9	4
урманов	3	3	9	4
уча	3	3	9	4
шанси	5	4	9	4
альв	5	3	8	4
байтоғыз	5	3	8	4
жалынбақ	5	3	8	4
зәйіп	8	4	8	4
зейн	7	3	8	4
лахыт	6	4	8	4
наго	3	3	8	4
нағиман	3	3	8	4
сатори	5	3	8	4
таңнама	3	3	8	4
шөт	7	3	8	4
ақхан	3	3	7	4
балақаз	6	3	7	4
бәйжігіт	6	3	7	4
бебель	7	3	7	4
бескөрік	7	3	7	4
гат	4	3	7	4
дербез	7	3	7	4
дубовик	7	3	7	4
йге	3	3	7	4
қарылға	4	3	7	4
қореке	3	3	7	4
малдеке	3	3	7	4
ыстақан	5	3	7	4
эпископ	5	3	7	4
язит	6	3	7	4
анхель	8	3	6	4
ариоза	4	3	6	4
бадампай	3	3	6	4
ғауан	3	3	6	4
давань	7	3	6	4
дика	4	3	6	4
емран	4	3	6	4
жәнке	3	3	6	4
иония	4	3	6	4
камо	3	3	6	4
капказ	6	3	6	4
карлион	5	3	6	4
кәріплік	5	3	6	4
көкеке	3	3	6	4
күпейке	4	3	6	4
қарашелек	7	3	6	4
лоулан	3	3	6	4
монологизм	6	3	6	4
понта	3	3	6	4
сарх	7	3	6	4
скальд	6	3	6	4
тав	5	3	6	4
тариқы	3	3	6	4
таһиржан	3	3	6	4
тәкіш	7	3	6	4
темірке	3	3	6	4
торк	4	3	6	4
уыр	3	3	6	4
хираж	6	3	6	4
айтқ	5	3	251	3
серіп	27	17	220	3
тағл	11	12	200	3
социалис	33	17	199	3
конто	18	17	189	3
экономис	22	11	160	3
самғ	7	8	151	3
бассал	15	14	119	3
сұғ	4	8	115	3
чока	6	6	108	3
мұқ	17	11	106	3
ходж	3	3	89	3
өск	9	8	88	3
айрақ	17	12	87	3
сәд	8	8	81	3
мәк	6	6	77	3
ите	14	12	76	3
сенік	11	6	76	3
актуал	27	13	75	3
кента	8	8	73	3
табал	9	8	68	3
әте	5	6	63	3
саржай	10	11	56	3
турга	4	4	47	3
чжо	9	7	43	3
һама	7	6	42	3
авгус	9	5	38	3
сарыжай	7	7	37	3
ытыр	4	3	36	3
рена	7	6	35	3
айналшақ	4	3	34	3
жауқаш	12	7	34	3
қабе	7	6	34	3
объек	8	6	33	3
рыз	16	8	33	3
үзг	3	4	32	3
интелектуал	6	3	31	3
сәді	6	7	31	3
жармы	5	4	30	3
мач	15	10	29	3
қызл	4	5	28	3
мазхаб	13	9	26	3
банкт	6	6	25	3
бәуке	5	5	25	3
чага	3	3	25	3
аристотел	12	6	24	3
қарашо	5	5	24	3
әркет	15	8	22	3
тима	13	9	22	3
жоре	3	3	20	3
суха	3	3	20	3
ырса	3	3	20	3
жәрке	3	3	19	3
көзал	10	8	19	3
мәжке	8	7	19	3
әнта	9	9	18	3
зүһра	8	9	18	3
комика	5	5	18	3
мифта	6	6	18	3
өпк	3	4	18	3
андалузия	6	6	17	3
гегел	7	3	17	3
гла	4	4	17	3
займке	7	7	17	3
дуд	6	6	16	3
акка	3	3	15	3
ңір	7	5	15	3
секі	5	4	15	3
әбдірей	4	3	14	3
жамсыб	12	7	14	3
имеке	3	3	14	3
псалм	13	6	14	3
сог	4	4	14	3
шаппаз	11	7	14	3
зван	6	3	13	3
кува	3	3	13	3
қта	4	5	13	3
мақсан	6	6	13	3
хәріп	12	6	13	3
боло	3	3	12	3
гауһарай	5	4	12	3
жүрты	5	5	12	3
зүке	4	4	12	3
ормазд	8	4	12	3
семиотик	10	5	12	3
сла	3	3	12	3
таверна	5	4	12	3
төпли	5	3	12	3
әза	4	4	11	3
бассейін	7	5	11	3
киехана	8	5	11	3
көрү	3	3	11	3
қазарма	4	4	11	3
мба	4	3	11	3
пәренже	4	4	11	3
рны	4	4	11	3
сапаһи	8	5	11	3
сма	3	3	11	3
әлп	5	3	10	3
мүке	4	4	10	3
өйең	3	3	10	3
пабыл	11	5	10	3
сме	5	4	10	3
сүйіліш	12	5	10	3
уел	8	4	10	3
уро	3	3	10	3
шанбіл	13	5	10	3
шлангі	4	3	10	3
аптариха	4	3	9	3
әдебит	6	4	9	3
байд	4	3	9	3
жасалым	5	3	9	3
зәт	3	3	9	3
имперализм	3	3	9	3
ито	3	3	9	3
карач	3	3	9	3
қаракетік	7	3	9	3
қонжа	3	3	9	3
мехрибан	4	3	9	3
пәра	4	4	9	3
саралқа	4	4	9	3
сарытай	4	3	9	3
тасқия	4	4	9	3
уәлия	4	4	9	3
умлаут	8	4	9	3
шебе	6	4	9	3
ареопаг	6	3	8	3
асхап	7	3	8	3
иқа	3	3	8	3
құта	4	3	8	3
ойпа	4	4	8	3
олжаш	8	4	8	3
саше	3	3	8	3
сове	3	3	8	3
тош	5	3	8	3
тояш	7	3	8	3
хаке	3	3	8	3
яван	8	4	8	3
язата	5	4	8	3
артиска	4	3	7	3
бауырай	3	3	7	3
гәзет	4	3	7	3
горо	4	3	7	3
жақшыбек	7	3	7	3
жігітт	7	3	7	3
зине	3	3	7	3
инфанта	3	3	7	3
коч	3	3	7	3
қарадала	3	3	7	3
ладақ	5	3	7	3
леннан	4	3	7	3
нисба	3	3	7	3
статия	4	3	7	3
ұлысбек	5	3	7	3
флягі	4	3	7	3
шоғ	7	3	7	3
шірк	3	3	7	3
ағиан	3	3	6	3
айтт	5	3	6	3
ақап	7	3	6	3
алашан	5	3	6	3
альма	3	3	6	3
бадбақыт	5	3	6	3
вираз	8	3	6	3
гата	4	3	6	3
дижон	4	3	6	3
жұбақа	3	3	6	3
зорақы	4	3	6	3
иаһуда	3	3	6	3
катченко	4	3	6	3
қабиба	3	3	6	3
қарааю	6	3	6	3
қулақ	5	3	6	3
мерри	6	3	6	3
намұрт	7	3	6	3
пәлс	4	3	6	3
пеон	5	3	6	3
раке	3	3	6	3
рауайат	6	3	6	3
сәуда	4	3	6	3
тарихаят	3	3	6	3
теміш	5	3	6	3
уанас	5	3	6	3
шамхан	3	3	6	3
шахада	3	3	6	3
шырш	3	3	6	3
отба	15	10	1291	2
қойн	6	5	853	2
диалек	46	26	224	2
көтіба	8	8	145	2
шыққ	4	3	125	2
абстрак	6	5	122	2
прогрес	6	4	121	2
мадия	17	12	118	2
шаһиза	7	7	116	2
өлеңт	6	6	108	2
шерке	20	17	108	2
ақма	14	13	77	2
барант	5	6	74	2
эсе	11	11	74	2
домб	3	3	73	2
палла	6	5	72	2
үзен	26	11	72	2
уго	16	9	62	2
әбіке	6	5	59	2
қобла	4	3	58	2
дамаскі	7	7	54	2
джамб	3	3	53	2
ашқ	4	3	52	2
карпа	3	3	50	2
байғоз	4	4	48	2
жыйна	11	11	47	2
тақт	6	4	47	2
киліг	7	6	46	2
түрекел	9	5	43	2
шынта	9	9	43	2
ағана	4	4	41	2
генеология	6	5	40	2
майе	6	6	40	2
жиға	7	5	39	2
киоскі	10	8	39	2
бато	6	6	38	2
қайн	5	5	38	2
тоқба	4	4	38	2
азиа	4	6	37	2
курба	3	3	37	2
стро	7	6	37	2
тұрал	13	9	37	2
шаңғ	3	3	37	2
шүге	4	3	37	2
шериза	3	3	36	2
қасі	5	4	35	2
такті	10	9	35	2
нұрғаз	7	8	34	2
йла	10	11	33	2
дауле	3	3	32	2
сүра	11	8	32	2
гале	5	4	31	2
сәләма	3	4	30	2
кәртай	8	7	29	2
мико	3	3	28	2
ешқа	3	3	27	2
пәп	14	7	27	2
айқ	5	5	26	2
манж	6	5	26	2
абдыр	3	3	25	2
еса	8	7	25	2
кәмә	4	4	24	2
мха	4	4	24	2
осьте	9	7	24	2
солта	5	5	24	2
хрис	8	3	24	2
ідір	3	3	24	2
адамн	4	3	23	2
арғ	6	4	22	2
тұрм	3	3	22	2
гүләй	5	5	21	2
оянға	4	3	20	2
робе	5	5	20	2
аббасид	6	3	19	2
аал	3	3	18	2
байғұ	8	5	18	2
модальді	16	8	18	2
федо	5	4	18	2
хиуаз	4	3	18	2
іііы	6	6	18	2
атба	4	3	17	2
биба	3	3	17	2
біргә	4	3	17	2
дио	5	4	17	2
ертөс	12	6	17	2
жанте	4	4	17	2
наре	3	3	17	2
сати	9	6	17	2
тасеке	4	4	17	2
тұпнұсқа	4	4	17	2
финикий	11	6	17	2
фольклорис	9	5	17	2
шахма	6	6	17	2
компромис	9	5	16	2
рава	3	3	15	2
уәләят	9	6	15	2
ұзеке	4	4	15	2
үста	7	6	15	2
икария	10	7	14	2
керта	5	4	14	2
киммерия	7	4	14	2
көрн	3	4	14	2
қараме	4	3	14	2
лексикод	15	7	14	2
ната	4	3	14	2
чап	6	4	14	2
ассиметрия	6	5	13	2
варн	3	3	13	2
детал	9	4	13	2
өже	4	4	13	2
өзгері	6	4	13	2
рқы	5	5	13	2
әриай	3	3	12	2
друид	6	3	12	2
дүшпан	5	4	12	2
көзү	3	4	12	2
күнқияш	14	6	12	2
қағира	7	6	12	2
қипыжық	3	3	12	2
құлқай	6	6	12	2
қыду	3	3	12	2
лиа	3	3	12	2
іркі	4	3	12	2
айжа	3	3	11	2
алг	3	3	11	2
балеке	4	4	11	2
бригс	11	5	11	2
кута	3	3	11	2
сәле	4	4	11	2
стеке	3	3	11	2
түмеке	4	4	11	2
һаж	4	4	11	2
ауста	5	5	10	2
бақт	7	4	10	2
баһаргүл	12	5	10	2
бәш	4	4	10	2
бектербек	10	4	10	2
бре	5	4	10	2
готтентот	7	3	10	2
дәража	5	4	10	2
джоз	12	5	10	2
илю	3	3	10	2
индейц	10	5	10	2
иухана	6	5	10	2
кәждеке	5	5	10	2
кинезика	5	5	10	2
көрбике	4	4	10	2
қанабоз	13	5	10	2
ләклек	11	5	10	2
месс	5	3	10	2
мүкей	5	4	10	2
нұрден	6	5	10	2
партиа	4	4	10	2
сақман	5	3	10	2
сарубал	13	5	10	2
сарыаяқ	9	4	10	2
седли	9	5	10	2
үйым	8	4	10	2
шықыман	7	5	10	2
ышы	3	3	10	2
айс	4	3	9	2
ахр	4	3	9	2
балал	4	4	9	2
барре	4	4	9	2
бәлнес	5	3	9	2
былдырық	4	3	9	2
вее	3	3	9	2
дельф	3	3	9	2
жынт	5	4	9	2
кассио	3	3	9	2
кеи	8	4	9	2
қыма	3	4	9	2
малтабай	6	4	9	2
мұқиты	3	3	9	2
набо	4	4	9	2
өзеке	3	3	9	2
пун	4	4	9	2
радис	4	3	9	2
түсы	3	3	9	2
тюркизм	4	3	9	2
шамақан	4	3	9	2
этрус	6	3	9	2
алаңқа	4	4	8	2
әнал	11	4	8	2
бурш	7	4	8	2
гүлмәрия	4	4	8	2
ғамел	8	4	8	2
жимаш	8	4	8	2
кавальеро	5	4	8	2
корі	5	3	8	2
көкү	3	3	8	2
көлебе	4	4	8	2
қозат	7	4	8	2
қошқой	5	4	8	2
мақия	4	4	8	2
марықбай	5	4	8	2
месіл	8	4	8	2
нағ	3	3	8	2
наушат	7	4	8	2
ниғма	3	3	8	2
проссемика	4	4	8	2
сағбала	4	4	8	2
ситан	5	4	8	2
универсиум	3	3	8	2
үлі	8	4	8	2
һауаз	3	3	8	2
ыдыр	3	3	8	2
эмпирика	3	3	8	2
ясаж	4	4	8	2
брянскі	3	3	7	2
докса	3	3	7	2
йал	3	3	7	2
кізле	3	3	7	2
майапа	4	3	7	2
мантуя	3	3	7	2
мидий	6	3	7	2
нев	4	3	7	2
ньюанс	6	3	7	2
табана	3	3	7	2
туқ	4	3	7	2
шарло	3	3	7	2
шита	4	3	7	2
шығыл	7	3	7	2
ақыбет	5	3	6	2
алалқан	3	3	6	2
анқа	3	3	6	2
ассист	5	3	6	2
ассоцияция	4	3	6	2
әжығұл	7	3	6	2
әзілбек	6	3	6	2
әтба	3	3	6	2
бельгин	3	3	6	2
бонза	5	3	6	2
гилл	5	3	6	2
гөт	7	3	6	2
ғол	5	3	6	2
ғұзан	4	3	6	2
дагни	6	3	6	2
дарт	4	3	6	2
діңгел	8	3	6	2
жандауыл	8	3	6	2
жөг	3	3	6	2
зейнепгүл	10	3	6	2
ибеке	3	3	6	2
қаһмас	5	3	6	2
құжаз	8	3	6	2
ларсен	3	3	6	2
мағафа	3	3	6	2
майты	5	3	6	2
мамықтақ	7	3	6	2
марық	7	3	6	2
машал	7	3	6	2
мәрке	3	3	6	2
мень	4	3	6	2
назигүл	8	3	6	2
наталь	5	3	6	2
нұрсопа	3	3	6	2
омски	3	3	6	2
оуыз	8	3	6	2
піруә	3	3	6	2
реформат	5	3	6	2
сақла	4	3	6	2
салинг	5	3	6	2
сахыра	3	3	6	2
сәмсерек	6	3	6	2
соркүйік	7	3	6	2
стыр	3	3	6	2
таупиғы	3	3	6	2
тикара	3	3	6	2
тити	5	3	6	2
томпыш	7	3	6	2
торана	3	3	6	2
тюр	3	3	6	2
ұлұ	4	3	6	2
флегель	7	3	6	2
шаадат	5	3	6	2
юмаш	7	3	6	2
кла	19	18	620	0
казахс	8	4	594	0
аржағ	7	5	568	0
атсал	42	39	551	0
ғұрп	11	18	507	0
аспек	39	24	468	0
фашис	33	18	447	0
субъек	37	22	408	0
неғы	18	15	364	0
оншақ	8	6	331	0
ұйқ	40	33	328	0
прогре	10	9	299	0
жаңғырығ	4	4	290	0
коридо	28	21	290	0
жанұшыр	4	6	277	0
киы	4	4	274	0
байұ	14	13	265	0
байқұ	5	4	247	0
нарқ	7	11	233	0
ұйқа	22	20	229	0
куәла	10	13	223	0
қоласт	21	12	211	0
капиталис	29	15	209	0
сиғыз	23	23	199	0
қараге	12	13	196	0
ұйт	24	13	188	0
сәйке	32	22	185	0
пайымдал	38	27	180	0
қызылта	14	14	176	0
үсіг	5	4	176	0
атқ	5	5	169	0
қырсығ	6	6	165	0
қуба	8	7	164	0
сарыа	5	5	163	0
тапжыл	10	7	163	0
қыстығ	4	3	160	0
келіңкіре	14	12	159	0
арысла	6	5	158	0
салғ	6	4	158	0
эмб	3	5	158	0
жоқп	4	5	154	0
тұтығ	4	3	154	0
құдыре	3	3	146	0
ақсұ	7	6	145	0
құлп	6	4	143	0
вольте	11	10	142	0
һешбі	7	7	140	0
ұйытқ	6	6	139	0
ивановн	3	3	137	0
мойынқұ	8	8	137	0
әга	3	3	134	0
өзгеріл	16	12	127	0
аффек	36	21	121	0
гамле	4	5	117	0
құмығ	4	3	115	0
қыды	13	14	114	0
тайта	8	8	114	0
хәк	7	8	114	0
турис	16	8	113	0
шәһа	14	16	113	0
отырыл	15	9	110	0
көптү	23	14	109	0
тыңл	5	7	109	0
түпқара	12	9	107	0
жарқана	3	3	106	0
сыйқ	9	11	106	0
тотығ	5	5	106	0
әбүйі	9	10	105	0
лаге	10	9	102	0
малайс	5	5	101	0
көкжа	9	9	100	0
шідерт	10	8	100	0
шорма	4	3	98	0
қаража	4	3	97	0
авраа	7	6	96	0
сілкінт	9	6	96	0
вагне	7	7	95	0
міңге	10	8	95	0
бекта	11	11	93	0
садуақа	4	4	92	0
таһи	6	7	90	0
қожабер	8	6	89	0
телегра	9	8	89	0
жазғ	5	3	87	0
қажымұқа	4	3	87	0
байұл	19	11	84	0
қопс	4	7	84	0
ыждаһа	3	4	83	0
карага	7	6	82	0
оғл	9	10	82	0
сізл	9	9	82	0
ханбиб	6	8	82	0
кры	9	7	81	0
қитығ	4	3	81	0
мұхамме	3	3	81	0
былығ	4	3	80	0
танимы	4	3	80	0
уһле	10	9	80	0
мынаус	6	5	79	0
декабрис	14	7	78	0
кұй	11	8	78	0
сайраң	6	7	78	0
азербайджа	3	3	77	0
таго	7	7	77	0
анархис	29	15	76	0
қорт	5	5	76	0
муртаз	3	3	76	0
тох	19	11	75	0
әлжа	4	3	73	0
әлжап	10	9	73	0
хота	6	5	73	0
барм	4	5	72	0
абро	4	4	71	0
қарато	8	7	71	0
қоныра	10	9	71	0
лингвис	17	9	71	0
шұбарт	4	5	71	0
хұзы	11	12	70	0
ақсұл	7	7	68	0
жымиы	4	4	68	0
империалис	18	9	68	0
көндіг	7	7	68	0
ілтифа	3	3	68	0
люте	8	8	67	0
марксис	14	7	67	0
сөйде	10	10	67	0
үржа	8	8	67	0
самс	11	11	66	0
сөзл	9	9	66	0
тайжа	8	5	66	0
ферга	3	3	66	0
бізл	5	5	65	0
көкба	13	13	65	0
қарадө	6	6	64	0
ридд	10	10	64	0
хызы	7	7	64	0
құтқ	3	5	63	0
хүкіме	3	3	63	0
бейбар	4	4	62	0
гоминда	10	9	62	0
машинис	17	11	62	0
тінә	9	8	62	0
хансұл	11	10	62	0
ауызбі	26	12	61	0
шаһна	8	6	61	0
ізба	11	8	61	0
абылайха	4	3	59	0
бастарт	14	13	59	0
әмірха	4	3	58	0
кескес	8	5	58	0
пессимис	6	3	58	0
жылқыайд	5	5	57	0
қойбағ	6	6	57	0
қойс	6	6	57	0
мойынұс	10	10	57	0
ролла	5	4	57	0
шығыңқыра	3	4	57	0
жаранл	7	8	56	0
проспек	13	10	56	0
созыңқыра	5	4	56	0
терісақ	6	5	56	0
марг	6	3	55	0
рыц	18	11	55	0
байқ	5	5	54	0
сақтағ	5	3	54	0
ұжы	14	8	54	0
іслә	3	3	54	0
абла	3	3	53	0
алаба	4	4	53	0
бельг	5	5	53	0
болұ	4	5	53	0
жаманта	4	4	53	0
жанғаз	6	6	53	0
материалис	15	8	53	0
өлтірг	4	3	53	0
фаус	11	6	53	0
итба	4	3	52	0
қарате	8	6	52	0
сержа	5	4	52	0
үйба	3	3	52	0
шонж	7	7	52	0
идеалис	18	9	51	0
робинзо	5	5	51	0
сыйп	6	7	51	0
хақа	5	4	51	0
эффек	13	8	51	0
болыңқыра	7	6	50	0
қондыке	8	8	50	0
саназ	4	4	50	0
сүрінт	9	9	50	0
шадия	8	7	50	0
байто	7	7	49	0
болга	3	3	49	0
бөлекба	5	4	49	0
мәмлег	12	7	49	0
подъез	10	6	49	0
қарамо	3	3	48	0
қожамбе	8	7	48	0
моментт	12	12	48	0
нацис	18	9	48	0
үяс	4	3	48	0
аллая	4	4	47	0
беста	11	11	47	0
қортын	17	12	47	0
масқ	4	3	47	0
махаба	3	3	47	0
пірад	5	4	47	0
сига	9	7	47	0
сидыр	8	9	47	0
чжа	3	3	47	0
әрқайс	4	3	46	0
байг	3	3	46	0
қосба	7	7	46	0
шынт	8	9	46	0
арара	4	4	45	0
қарадә	6	6	45	0
қарақұ	3	3	45	0
қасқаба	4	4	45	0
публицис	13	7	45	0
сүқта	7	7	45	0
тайманұ	3	3	45	0
үғы	10	9	45	0
хоже	6	6	45	0
шахна	9	7	45	0
ақме	7	6	44	0
бірқа	3	3	44	0
космонав	11	6	44	0
қалиха	4	3	44	0
мөһі	10	9	44	0
нұртаз	3	3	44	0
періза	4	5	44	0
реалис	14	6	44	0
тоқе	3	3	44	0
шәкіра	3	3	44	0
шынжа	8	8	44	0
ынтаз	10	8	44	0
биғай	5	5	43	0
гәуһ	7	5	43	0
нұрбер	6	6	43	0
ордынц	4	4	43	0
сыңс	8	7	43	0
тапжы	5	4	43	0
турфа	6	5	43	0
ханл	9	9	43	0
ақшұқы	6	6	42	0
алқ	7	7	42	0
артылт	9	7	42	0
жігітл	6	7	42	0
краснод	6	6	42	0
молқ	5	5	42	0
ориенталис	11	6	42	0
пәрма	3	3	42	0
тулп	3	3	42	0
үйріл	6	3	42	0
адамл	6	6	41	0
ақшолпа	4	3	41	0
жаум	4	4	41	0
жолбол	8	5	41	0
кербес	12	9	41	0
қаныке	5	4	41	0
лоял	19	12	41	0
масғұ	3	3	41	0
михайловн	3	3	41	0
сүйкек	8	5	41	0
хазре	3	3	41	0
хонтай	9	8	41	0
әзбер	6	5	40	0
бадахша	5	4	40	0
көкбес	6	6	40	0
ұғл	5	3	40	0
шыг	7	8	40	0
ізті	4	4	40	0
атақоз	5	5	39	0
баянта	6	6	39	0
магжа	3	3	39	0
тоқтағ	4	3	39	0
шарттал	12	7	39	0
алиха	3	3	38	0
гуманис	9	5	38	0
көнт	3	4	38	0
кұры	9	7	38	0
қайыната	3	5	38	0
қиты	3	3	38	0
қоңтай	10	9	38	0
құлжаба	3	3	38	0
пысықс	3	3	38	0
пісірт	8	6	38	0
рәсімдел	9	6	38	0
сездірт	12	8	38	0
уко	7	6	38	0
үздіг	7	7	38	0
шатал	12	8	38	0
буддис	13	7	37	0
бүры	3	3	37	0
дәулета	4	4	37	0
көкта	13	8	37	0
малтаб	4	4	37	0
пады	11	12	37	0
салл	3	3	37	0
утопис	12	6	37	0
шәрба	6	5	37	0
кұшағ	6	4	36	0
күма	3	3	36	0
нәла	14	12	36	0
панай	5	7	36	0
уші	3	3	36	0
шыңжа	6	5	36	0
балқанта	7	6	35	0
бұлдір	3	3	35	0
бүктү	4	4	35	0
енбег	5	3	35	0
құлба	3	3	35	0
мағн	3	3	35	0
мырқ	9	9	35	0
рефлексив	15	8	35	0
тайло	6	6	35	0
ұлиты	4	3	35	0
ханек	3	3	35	0
экспрессив	5	3	35	0
ябғ	13	10	35	0
ақжа	8	5	34	0
әбірж	3	3	34	0
бегл	4	5	34	0
донба	5	6	34	0
кәусә	6	6	34	0
қанжы	8	8	34	0
қарақоз	3	3	34	0
манжұ	9	5	34	0
мыңжа	3	3	34	0
нұрту	4	3	34	0
тілта	8	4	34	0
ұлту	7	7	34	0
шүре	4	3	34	0
бердә	5	3	33	0
бержағ	7	5	33	0
жанл	7	7	33	0
жүмы	8	7	33	0
крайко	4	4	33	0
кұла	14	10	33	0
лма	11	9	33	0
мүсә	6	6	33	0
мырзайы	6	6	33	0
нұғыма	3	3	33	0
шариа	8	7	33	0
юнке	11	8	33	0
юрис	15	8	33	0
ақтот	6	6	32	0
вилья	5	4	32	0
гротес	24	10	32	0
интеллек	5	4	32	0
қасек	3	3	32	0
отбас	14	7	32	0
пәсей	4	4	32	0
порм	9	9	32	0
сіб	4	3	32	0
таңғалт	8	6	32	0
тиға	4	4	32	0
тілмә	6	3	32	0
ақшаха	4	3	31	0
аплато	4	3	31	0
батыңқыра	4	4	31	0
бойұс	6	5	31	0
гүлбаһра	5	5	31	0
демья	5	4	31	0
ерента	8	8	31	0
көшбас	14	6	31	0
күлша	6	5	31	0
мәмбетә	5	5	31	0
һешбіре	4	4	31	0
шаншылт	4	3	31	0
шко	11	8	31	0
ақбер	7	6	30	0
атеис	8	4	30	0
байтұрсынұл	9	5	30	0
беғаз	5	5	30	0
жақсымбе	3	3	30	0
зерте	14	6	30	0
көкө	3	3	30	0
көрұ	13	7	30	0
қөңі	5	7	30	0
сакрал	16	9	30	0
салава	3	3	30	0
сарыба	17	8	30	0
сейі	7	6	30	0
сипы	12	9	30	0
сүгірә	3	3	30	0
сыяқ	12	4	30	0
таксис	14	7	30	0
талпынт	7	5	30	0
тракторис	14	8	30	0
фадла	4	3	30	0
шахме	3	3	30	0
шегіл	8	4	30	0
ақсоп	3	3	29	0
альпинис	13	6	29	0
әдһа	7	7	29	0
гисса	4	4	29	0
зено	4	3	29	0
кааб	3	3	29	0
қасыре	3	3	29	0
қосанж	5	5	29	0
мұқанұ	3	3	29	0
нойо	5	5	29	0
сиа	6	6	29	0
томпсо	4	3	29	0
ториты	4	3	29	0
төрегел	7	4	29	0
харо	4	3	29	0
ариа	8	8	28	0
дейтұ	6	3	28	0
елха	4	3	28	0
итже	10	6	28	0
кодтал	10	8	28	0
көзл	8	8	28	0
көкмұ	3	3	28	0
күнтек	10	6	28	0
нылқ	5	6	28	0
пенже	7	4	28	0
петрбо	6	6	28	0
прето	11	8	28	0
пыты	4	5	28	0
реуіш	9	5	28	0
сәруә	4	4	28	0
шеміш	7	6	28	0
шерғаз	4	4	28	0
ірб	3	3	28	0
акто	17	10	27	0
ақыме	4	4	27	0
баянжа	4	3	27	0
булг	3	3	27	0
дәуітә	3	3	27	0
қале	4	3	27	0
қаракемпі	5	4	27	0
қисы	9	7	27	0
құлназ	3	3	27	0
мің	11	7	27	0
нұрә	8	8	27	0
өмірә	3	3	27	0
тақсыре	3	3	27	0
танбу	9	8	27	0
ханн	4	3	27	0
шонанұ	3	3	27	0
айтқаз	4	4	26	0
ақкү	16	9	26	0
ахме	4	4	26	0
әбжа	4	3	26	0
есназ	3	3	26	0
жыйнал	7	4	26	0
инстинк	15	10	26	0
ишта	4	4	26	0
көга	5	5	26	0
күнл	4	4	26	0
ландшаф	11	7	26	0
малқоз	3	3	26	0
микоя	4	3	26	0
өжек	10	7	26	0
сәнжа	5	4	26	0
сиба	4	4	26	0
тақырыптал	12	13	26	0
төрета	4	4	26	0
уәждел	12	12	26	0
фарха	3	3	26	0
шонт	3	3	26	0
айқа	7	6	25	0
алдамж	4	4	25	0
артиллерис	13	6	25	0
бюрге	6	4	25	0
ганьс	4	4	25	0
дрез	7	3	25	0
жанбиб	3	3	25	0
жанж	9	12	25	0
живопис	11	6	25	0
кайн	4	3	25	0
қалмақа	4	3	25	0
қарасо	4	4	25	0
қарде	6	4	25	0
қаржа	8	7	25	0
қосбар	6	3	25	0
мирахо	12	8	25	0
мұғадж	4	4	25	0
орио	4	3	25	0
паро	3	3	25	0
сабалұ	4	3	25	0
сейда	4	4	25	0
суфис	8	4	25	0
тәмәмдал	8	5	25	0
төрә	4	4	25	0
тұщ	8	7	25	0
шифоне	6	6	25	0
авантюрис	9	5	24	0
атрап	14	9	24	0
байба	5	5	24	0
байырқ	6	5	24	0
бамс	3	3	24	0
барсха	3	3	24	0
бейк	5	5	24	0
егоровн	3	3	24	0
есқуа	3	3	24	0
жанғұ	5	5	24	0
көкса	4	3	24	0
кінара	3	3	24	0
қарақо	4	4	24	0
қатынс	5	5	24	0
қодек	3	3	24	0
қоңырта	7	7	24	0
лапла	3	4	24	0
малқ	3	3	24	0
мұтыл	3	4	24	0
огла	5	4	24	0
сарсе	4	4	24	0
срог	4	5	24	0
