# stem	patterns	forms	book-weight	bare — tools/discover.py
# candidates, not entries: read them before admitting them.
# `bare` is how many books write the stem on its own.
тілқайс	10	7	14	0
фағфу	4	4	14	0
хамзеке	4	4	14	0
янцз	3	3	14	0
адамила	4	4	13	0
бегунц	3	3	13	0
бибіаж	4	4	13	0
борсыққұ	4	4	13	0
бурылта	3	3	13	0
даңдайс	3	3	13	0
джейра	3	3	13	0
досмұхамедовте	4	4	13	0
есілдерт	5	4	13	0
жандыбаты	6	6	13	0
жансүгі	3	3	13	0
жөпшеңк	3	3	13	0
импералис	6	3	13	0
инквизито	9	6	13	0
каттақор	6	4	13	0
комунис	6	3	13	0
көкқайқ	6	6	13	0
қаракү	3	3	13	0
қызылшоқ	3	3	13	0
мейрамсоп	4	4	13	0
неғылде	4	4	13	0
парахо	5	4	13	0
пиетис	12	6	13	0
пурурава	3	3	13	0
піркәз	7	5	13	0
снайпе	6	5	13	0
сувени	9	6	13	0
тәккап	5	3	13	0
телқоз	3	3	13	0
түрікта	3	3	13	0
франграсйа	4	3	13	0
челябинс	9	5	13	0
абсолюттендіріл	6	3	12	0
анабаптис	8	4	12	0
аюдә	3	3	12	0
байшоқ	5	5	12	0
бьярту	6	6	12	0
ворука	3	3	12	0
вухуа	7	6	12	0
дорбанқо	6	6	12	0
дуньхуа	5	4	12	0
есқаз	3	3	12	0
жасағанбер	5	4	12	0
концептуаль	7	3	12	0
қантамы	6	4	12	0
қаніпез	4	3	12	0
қожамсүгі	3	3	12	0
құймышағ	6	4	12	0
лабрюйе	3	3	12	0
мәуераннах	5	5	12	0
мырзағалиұ	3	3	12	0
полицмейст	5	5	12	0
референциал	12	5	12	0
сеперато	3	3	12	0
тегінбо	6	3	12	0
трансфе	10	6	12	0
трансцедент	8	3	12	0
функционалис	10	5	12	0
хасіре	3	3	12	0
шинжия	4	4	12	0
адамже	4	3	11	0
акцидент	7	3	11	0
аламбе	3	3	11	0
анаксиманд	3	3	11	0
әзтемі	4	4	11	0
әліжап	3	3	11	0
богдыха	4	4	11	0
децемви	6	3	11	0
евангелис	6	3	11	0
жалмағамбе	3	3	11	0
жұмабайұл	5	3	11	0
замог	6	4	11	0
игельстро	3	3	11	0
иллирия	5	4	11	0
имамбе	4	3	11	0
камердин	3	3	11	0
келісіңкіре	5	3	11	0
коррелятив	5	3	11	0
көзтарт	5	3	11	0
көпнұсқа	8	5	11	0
крюге	3	3	11	0
қарымсақұ	3	3	11	0
қауыпте	3	3	11	0
қоблеке	4	4	11	0
қонтайж	3	3	11	0
қоңыркөк	3	3	11	0
мархұ	4	3	11	0
маһимәнза	5	5	11	0
миһіра	5	5	11	0
мінайд	3	3	11	0
облисполко	3	3	11	0
протоболг	6	4	11	0
сибревко	3	3	11	0
төнкері	3	3	11	0
туркестанц	3	3	11	0
тюленгут	4	4	11	0
фарсизм	8	4	11	0
фаһимда	5	4	11	0
херсоне	3	3	11	0
ыждиһа	3	3	11	0
яныч	6	3	11	0
абгальде	3	3	10	0
апостерио	3	3	10	0
арғымер	3	3	10	0
атанепе	3	3	10	0
балжыңге	4	4	10	0
бәйгето	3	3	10	0
гүлдарай	5	5	10	0
диапозо	4	3	10	0
диоску	5	3	10	0
дунхуа	3	3	10	0
ділбига	3	5	10	0
жамбылбе	5	5	10	0
жаңжұ	3	3	10	0
квазитрансценденті	9	5	10	0
концлаге	3	3	10	0
көпқабат	5	3	10	0
кулпыта	4	3	10	0
қанқақса	5	4	10	0
мухаметжа	3	3	10	0
онбі	3	3	10	0
өрікайд	5	5	10	0
подьез	10	4	10	0
салютте	4	4	10	0
сәмембе	3	3	10	0
сейдеке	4	4	10	0
сепарато	3	3	10	0
сералыұ	3	3	10	0
синдикалис	8	4	10	0
солардік	5	3	10	0
сөзжаса	3	3	10	0
судысалпа	3	3	10	0
сыпайыге	5	3	10	0
тагаво	3	3	10	0
тоталитарис	8	4	10	0
троцкис	8	4	10	0
тілепал	6	3	10	0
уәлиқыз	4	3	10	0
физиократ	6	3	10	0
хулига	3	3	10	0
хұнтай	5	5	10	0
чжурчжэнде	5	5	10	0
шамырығ	4	3	10	0
шәмһү	5	5	10	0
шлюзде	4	4	10	0
шөгүнке	6	5	10	0
ықтиба	3	5	10	0
ішімдікхана	6	5	10	0
экспре	3	3	10	0
язидл	5	5	10	0
аймауытұл	8	4	9	0
ақбелбе	4	3	9	0
антихрис	8	3	9	0
арзрум	4	3	9	0
аткө	4	4	9	0
ахметұл	5	3	9	0
балкүм	3	3	9	0
гуанчжо	3	3	9	0
дәулетжа	3	3	9	0
діндәрла	3	3	9	0
имамқұ	3	3	9	0
иоаннит	6	3	9	0
карасака	3	3	9	0
конкистадо	6	3	9	0
көкшалғ	5	3	9	0
күйгента	4	4	9	0
кішмү	4	4	9	0
қайсеке	3	3	9	0
ламбе	3	3	9	0
лиценциа	3	3	9	0
мақтұмқұ	3	3	9	0
мауараннаһ	4	4	9	0
маузапа	4	3	9	0
мауренах	3	3	9	0
мәнсапқо	5	4	9	0
оқығансы	7	4	9	0
партияқо	5	3	9	0
патрицийла	3	3	9	0
симбирс	5	3	9	0
славянофиль	6	3	9	0
таудыталпа	3	3	9	0
таушелек	7	3	9	0
тәңірімберд	4	4	9	0
телерадиокомпания	4	4	9	0
теңірег	4	3	9	0
технопаркте	4	4	9	0
түпсана	5	4	9	0
ұланбаты	3	3	9	0
чужеродц	3	3	9	0
эмбанеф	3	3	9	0
азбанке	4	4	8	0
айгайта	4	3	8	0
айтқұрма	4	3	8	0
альбигой	6	3	8	0
антропофагия	3	3	8	0
баймәмбе	3	3	8	0
бітікта	4	4	8	0
генеалог	6	3	8	0
гетерономия	3	3	8	0
гунве	4	4	8	0
ғазнафі	4	4	8	0
ғұбеке	3	3	8	0
дұңхуа	3	3	8	0
желкүре	4	4	8	0
жетімқоз	3	3	8	0
жүйелендіріл	3	3	8	0
заттандырыл	3	3	8	0
каббалис	6	3	8	0
каллисфе	4	3	8	0
кәріжа	4	4	8	0
квазитрансцендент	7	4	8	0
кокуно	4	4	8	0
көкдауы	3	3	8	0
көкқайн	3	3	8	0
көктәңі	3	3	8	0
крепос	7	4	8	0
күншуағ	5	3	8	0
кішіқұ	3	3	8	0
қөзқара	4	3	8	0
мадбери	4	4	8	0
малбе	9	3	8	0
мәуреннаһ	3	3	8	0
мыңтемі	3	3	8	0
наркомзе	4	3	8	0
нормашығарма	7	4	8	0
нуртаз	3	3	8	0
онтүс	9	4	8	0
отпанта	3	3	8	0
петрозаводскі	3	3	8	0
пиәңкеш	7	3	8	0
планши	4	4	8	0
полихро	4	3	8	0
порымдал	6	3	8	0
приказчиг	5	3	8	0
пышауы	4	4	8	0
пікірта	4	3	8	0
раблета	5	4	8	0
рахымберд	3	3	8	0
самандү	4	4	8	0
сартеке	3	3	8	0
сарыөле	3	3	8	0
сарышегі	4	4	8	0
семиотизация	7	4	8	0
сиванм	3	3	8	0
сұркү	8	4	8	0
сүдігі	3	3	8	0
таирулмә	7	4	8	0
тайшұб	3	3	8	0
танзима	3	3	8	0
тохариста	4	3	8	0
тулытемі	4	4	8	0
тұрмағамбетұ	3	3	8	0
ұтымдандырыл	4	4	8	0
үмбетия	3	3	8	0
хорлыжа	5	4	8	0
шанбілбел	6	3	8	0
шауке	3	3	8	0
шәмсінұ	4	4	8	0
шиңжия	4	4	8	0
ісқағаз	6	3	8	0
ьіңғай	3	3	8	0
эпифания	3	3	8	0
эполе	3	3	8	0
эраншах	4	4	8	0
якутскі	3	3	8	0
ақтанберд	3	3	7	0
асқақтатыл	3	3	7	0
аутентика	5	3	7	0
әжіғы	3	3	7	0
біздердік	5	3	7	0
видевда	3	3	7	0
ганело	3	3	7	0
гоплит	7	3	7	0
губревко	4	3	7	0
ғайрила	3	3	7	0
детермин	5	3	7	0
жанкүм	3	3	7	0
жуасытыл	3	3	7	0
иконос	10	3	7	0
индивидта	3	3	7	0
кейхұсра	3	3	7	0
кеңмәтін	5	3	7	0
көгесе	3	3	7	0
көпбейне	5	3	7	0
көпмән	6	3	7	0
көрініңкіре	3	3	7	0
қылбелбе	3	3	7	0
ляудұ	3	3	7	0
мабуфа	3	3	7	0
меннонит	6	3	7	0
мылқайд	3	3	7	0
некахл	3	3	7	0
ниппу	3	3	7	0
өмірна	5	3	7	0
өміртаным	5	3	7	0
патшахан	3	3	7	0
петірбо	3	3	7	0
плюрал	7	3	7	0
подольскі	3	3	7	0
сарыдә	3	3	7	0
сарытауқұ	3	3	7	0
славянта	6	3	7	0
слейпни	3	3	7	0
спидоме	3	3	7	0
тасшоқ	3	3	7	0
тәжбақ	3	3	7	0
тоқбе	3	3	7	0
торвальдсен	3	3	7	0
трәкті	3	3	7	0
түркітек	8	3	7	0
уранид	6	3	7	0
утилитарис	6	3	7	0
ұзынсай	4	3	7	0
хайдег	4	3	7	0
христология	3	3	7	0
шәмбілбел	8	3	7	0
шөлпіл	3	3	7	0
ықшамаудан	3	3	7	0
элиминация	3	3	7	0
эндоге	4	3	7	0
айғайқұ	3	3	6	0
арменста	4	3	6	0
байсалқыз	4	3	6	0
бейұй	3	3	6	0
бекжара	3	3	6	0
ботакөзай	3	3	6	0
бұланжіг	3	3	6	0
ваступур	3	3	6	0
гернгуте	5	3	6	0
гомоорта	3	3	6	0
гуажо	3	3	6	0
ғаріпла	4	3	6	0
дақиянұ	3	3	6	0
дәрһә	4	3	6	0
девонши	3	3	6	0
джаксыба	3	3	6	0
дискриптив	6	3	6	0
днепропетровскі	3	3	6	0
ертұрма	4	3	6	0
жусандала	3	3	6	0
зәузәмі	3	3	6	0
идеолингвистика	3	3	6	0
инсургент	6	3	6	0
интеллигибел	8	3	6	0
иоркши	3	3	6	0
иррелевант	7	3	6	0
истиха	3	3	6	0
квазиметафора	6	3	6	0
кеңестендіріл	3	3	6	0
конструк	6	3	6	0
конформис	8	3	6	0
кошеуа	3	3	6	0
көктұлп	3	3	6	0
күлшаһ	3	3	6	0
кінәзда	3	3	6	0
қағанақба	3	3	6	0
қасқырдік	5	3	6	0
қәдірха	4	3	6	0
қожанұл	5	3	6	0
қосшықұл	6	3	6	0
қызжире	4	3	6	0
ликургте	3	3	6	0
майшек	3	3	6	0
мәликеба	3	3	6	0
мәтрөш	6	3	6	0
мессиан	5	3	6	0
метадеңгей	4	3	6	0
метапарадигма	5	3	6	0
момынғол	8	3	6	0
муфаккиһ	7	3	6	0
мухажи	3	3	6	0
мырзағалиұл	6	3	6	0
намұрұ	3	3	6	0
неокант	4	3	6	0
нушеби	6	3	6	0
оперсекто	3	3	6	0
орхестра	3	3	6	0
пархиза	3	3	6	0
парцелла	5	3	6	0
перфорато	3	3	6	0
превент	3	3	6	0
профко	3	3	6	0
раблезиан	5	3	6	0
райцент	4	3	6	0
сентимент	5	3	6	0
сеңгірта	3	3	6	0
скальпте	3	3	6	0
суланжа	3	3	6	0
талданыл	6	3	6	0
тарадайке	4	3	6	0
таһирда	3	3	6	0
текрада	4	3	6	0
тележә	5	3	6	0
темпорал	6	3	6	0
тесікба	4	3	6	0
травессия	6	3	6	0
тілгәрә	4	3	6	0
тьяма	3	3	6	0
утиредсмири	4	3	6	0
фарұхза	3	3	6	0
феномента	3	3	6	0
фиранкте	3	3	6	0
фолкло	3	3	6	0
фраваш	6	3	6	0
фулұижиа	3	3	6	0
читлек	7	3	6	0
шамшиба	3	3	6	0
шаһидла	3	3	6	0
шерқуа	3	3	6	0
шиңжиа	3	3	6	0
шөкама	3	3	6	0
эвере	3	3	6	0
экзекуция	4	3	6	0
